occurrence_id,paper_key,title,year,object_name,alternate_object_names,ra_deg,dec_deg,classification,candidate_quality,population_tier,primary_flag,region,table_role,source_url,retrieval_status,notes,input_dataset
OCC-00001,bouvier1999,Magnetospheric Accretion onto the T Tauri Star AA Tau,1999,AA Tau,,68.7309166667,24.4814444444,AA Tau prototype; periodic inner-disk warp dipper,author_vetted_prototype,young_star_dipper_prototype,yes,Taurus,single_object_prototype,https://ui.adsabs.harvard.edu/abs/1999A%26A...349..619B/abstract,complete,Published J2000 target coordinate; direct prototype-paper provenance.,manual_single_object_discovery
OCC-00002,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 223959618,,99.9228100000,9.7721400000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00003,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 223964667,,99.9968400000,9.4568100000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00004,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 500007252,,100.1629700000,9.8496100000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00005,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 500007315,,100.1721600000,9.8506600000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00006,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 223976747,,100.1881900000,9.4790100000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00007,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 500007120,,100.1979300000,9.8247100000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00008,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 223977953,,100.2078900000,9.6137500000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00009,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 500007209,,100.2108100000,9.9159300000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00010,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 223978308,,100.2132600000,9.7461500000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00011,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 223980048,,100.2420800000,9.6148300000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00012,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 223980264,,100.2451600000,9.5159200000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00013,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 500007610,,100.2479200000,9.4977000000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00014,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 223980688,,100.2520900000,9.7508800000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00015,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 223980693,,100.2521400000,9.4877600000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00016,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 223981023,,100.2576700000,9.6447500000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00017,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 400007803,,100.2650300000,9.5080600000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00018,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 500007335,,100.2678900000,9.4144900000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00019,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 223981811,,100.2707100000,9.8461300000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00020,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 500007115,,100.3024100000,9.8753300000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00021,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 223985987,,100.3375200000,9.5600500000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00022,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 223987178,,100.3567700000,9.5786100000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00023,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 500007122,,100.3796800000,9.4495100000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00024,alencar2010,Accretion dynamics and disk evolution in NGC 2264: a study based on CoRoT photometric observations,2010,CoRoT 223991832,,100.4286700000,9.4190000000,PII / AA Tau-like,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1005.4384,complete,,yso_dipper_occurrences
OCC-00025,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053432.02-052742.7,,83.6334166700,-5.4618611100,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00026,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053435.98-045218.0,,83.6499166700,-4.8716666700,periodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00027,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053440.64-050658.7,,83.6693333300,-5.1163055600,periodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00028,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053446.79-052129.2,,83.6949583300,-5.3581111100,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00029,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053450.72-045836.8,,83.7113333300,-4.9768888900,periodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00030,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053450.87-053929.2,,83.7119583300,-5.6581111100,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00031,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053453.74-051715.0,,83.7239166700,-5.2875000000,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00032,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053455.10-044941.5,,83.7295833300,-4.8281944400,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00033,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053502.18-051845.3,,83.7590833300,-5.3125833300,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00034,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053502.76-053202.8,,83.7615000000,-5.5341111100,periodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00035,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053503.16-051830.0,,83.7631666700,-5.3083333300,periodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00036,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053503.23-051753.3,,83.7634583300,-5.2981388900,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00037,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053503.96-051859.8,,83.7665000000,-5.3166111100,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00038,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053504.68-044621.9,,83.7695000000,-4.7727500000,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00039,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053504.86-054426.7,,83.7702500000,-5.7407500000,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00040,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053504.87-052057.5,,83.7702916700,-5.3493055600,periodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00041,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053504.90-053949.7,,83.7704166700,-5.6638055600,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00042,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053507.53-051114.4,,83.7813750000,-5.1873333300,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00043,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053508.07-054853.8,,83.7836250000,-5.8149444400,periodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00044,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053508.53-052518.0,,83.7855416700,-5.4216666700,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00045,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053508.60-052619.4,,83.7858333300,-5.4387222200,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00046,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053510.07-051706.8,,83.7919583300,-5.2852222200,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00047,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053510.19-052021.0,,83.7924583300,-5.3391666700,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00048,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053510.94-043957.6,,83.7955833300,-4.6660000000,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00049,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053510.99-051521.8,,83.7957916700,-5.2560555600,periodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00050,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053516.33-051538.0,,83.8180416700,-5.2605555600,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00051,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053516.74-052020.0,,83.8197500000,-5.3388888900,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00052,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053518.42-044000.2,,83.8267500000,-4.6667222200,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00053,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053518.70-051801.8,,83.8279166700,-5.3005000000,periodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00054,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053523.98-052509.8,,83.8499166700,-5.4193888900,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00055,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053524.14-044930.3,,83.8505833300,-4.8250833300,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00056,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053525.51-054544.8,,83.8562916700,-5.7624444400,periodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00057,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053526.73-051645.1,,83.8613750000,-5.2791944400,periodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00058,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053529.03-050604.1,,83.8709583300,-5.1011388900,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00059,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053530.45-052811.3,,83.8768750000,-5.4698055600,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00060,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053534.41-051838.6,,83.8933750000,-5.3107222200,periodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00061,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053535.61-053908.1,,83.8983750000,-5.6522500000,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00062,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053536.42-050115.5,,83.9017500000,-5.0209722200,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00063,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053547.65-053738.8,,83.9485416700,-5.6274444400,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00064,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053556.10-052533.0,,83.9837500000,-5.4258333300,periodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00065,moralescalderon2011,"YSOVAR: The First Sensitive, Wide-area, Mid-infrared Photometric Monitoring of the Orion Nebula Cluster",2011,ISOY_053558.94-053253.9,,83.9955833300,-5.5483055600,aperiodic AA Tau analog,published_candidate,young_star_dipper,yes,,,https://arxiv.org/abs/1103.5238,complete,,yso_dipper_occurrences
OCC-00066,mamajek2012,Planetary Construction Zones in Occultation: Discovery of an Extrasolar Ring System Transiting a Young Sun-like Star,2012,J1407 / V1400 Cen / 1SWASP J140747.93-394542.6,,211.9497083333,-39.7618611111,single deep circumsecondary-ring occultation,author_vetted_single_object,circumsecondary_occultation_analogue,yes,Upper Centaurus-Lupus,single_object_discovery,https://arxiv.org/abs/1108.4070,complete,J2000 coordinate from the discovery paper's stellar-properties table.,manual_single_object_discovery
OCC-00067,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,OSP2002 BRC311 / [RGS2011] 205036.93+442140.8,,312.6538750000,44.3613333300,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00068,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,V1701Cyg / [RGS2011] 205100.90+443149.8,,312.7537500000,44.5305000000,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00069,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,LkHalpha150 / [RGS2011] 205115.14+441817.4,,312.8130833300,44.3048333300,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00070,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,FHO3 / [RGS2011] 205119.43+441930.5,,312.8309583300,44.3251388900,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00071,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,FHO5 / [RGS2011] 205124.70+441818.5,,312.8529166700,44.3051388900,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00072,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,FHO6 / [RGS2011] 205139.26+442428.0,,312.9135833300,44.4077777800,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00073,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,FHO7 / [RGS2011] 205139.93+443314.1,,312.9163750000,44.5539166700,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00074,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,FHO8 / [RGS2011] 205145.99+442835.1,,312.9416250000,44.4764166700,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00075,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,FHO9 / [RGS2011] 205155.70+443352.6,,312.9820833300,44.5646111100,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00076,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,multirow2*FHO10 / [RGS2011] 205158.63+441456.7,,312.9942916700,44.2490833300,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00077,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,FHO11 / [RGS2011] 205203.65+442838.1,,313.0152083300,44.4772500000,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00078,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,FHO12 / [RGS2011] 205228.33+442114.7,,313.1180416700,44.3540833300,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00079,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,LkHalpha174 / [RGS2011] 205230.89+442011.3,,313.1287083300,44.3364722200,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00080,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,FHO13 / [RGS2011] 205252.48+441424.9,,313.2186666700,44.2402500000,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00081,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,FHO14 / [RGS2011] 205253.43+441936.3,,313.2226250000,44.3267500000,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00082,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,FHO15 / [RGS2011] 205254.30+435216.3,,313.2262500000,43.8711944400,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00083,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,FHO16 / [RGS2011] 205314.00+441257.8,,313.3083333300,44.2160555600,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00084,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,multirow2*FHO18 / [RGS2011] 205340.13+441045.6,,313.4172083300,44.1793333300,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
OCC-00085,findeisen2013,Disk-related Bursts and Fades in Young Stars,2013,FHO19 / [RGS2011] 205410.15+443103.0,,313.5422916700,44.5175000000,fader,published_candidate,broad_yso_dimming_event,yes,,,https://arxiv.org/abs/1303.3629,complete,Broad fade phenomenology; not every source is necessarily a classical inner-disk dipper.,yso_dipper_occurrences
