occurrence_id,paper_key,title,year,object_name,alternate_object_names,ra_deg,dec_deg,classification,candidate_quality,population_tier,primary_flag,region,table_role,source_url,retrieval_status,notes,input_dataset
OCC-01540,moulton2023,NGTS clusters survey IV: Search for Dipper stars in the Orion Nebula Cluster,2023,NGTS 18541,,84.2492359400,-5.3947357000,dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/521/1700/,complete,D-probability=8.477999999999999e-01,yso_dipper_occurrences
OCC-01541,moulton2023,NGTS clusters survey IV: Search for Dipper stars in the Orion Nebula Cluster,2023,NGTS 32777,,84.2505405100,-6.5576210800,dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/521/1700/,complete,D-probability=6.304666666666664e-01,yso_dipper_occurrences
OCC-01542,moulton2023,NGTS clusters survey IV: Search for Dipper stars in the Orion Nebula Cluster,2023,NGTS 35005,,84.3453503600,-6.7462794400,dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/521/1700/,complete,D-probability=,yso_dipper_occurrences
OCC-01543,moulton2023,NGTS clusters survey IV: Search for Dipper stars in the Orion Nebula Cluster,2023,NGTS 20675,,84.3584438300,-5.5670003200,dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/521/1700/,complete,D-probability=,yso_dipper_occurrences
OCC-01544,moulton2023,NGTS clusters survey IV: Search for Dipper stars in the Orion Nebula Cluster,2023,NGTS 32075,,84.5253531700,-6.4976148800,dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/521/1700/,complete,D-probability=7.749333333333334e-01,yso_dipper_occurrences
OCC-01545,moulton2023,NGTS clusters survey IV: Search for Dipper stars in the Orion Nebula Cluster,2023,NGTS 30561,,84.5444162300,-6.3690882200,dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/521/1700/,complete,D-probability=,yso_dipper_occurrences
OCC-01546,moulton2023,NGTS clusters survey IV: Search for Dipper stars in the Orion Nebula Cluster,2023,NGTS 18878,,84.5603715500,-5.4203322600,dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/521/1700/,complete,D-probability=6.086000000000007e-01,yso_dipper_occurrences
OCC-01547,moulton2023,NGTS clusters survey IV: Search for Dipper stars in the Orion Nebula Cluster,2023,NGTS 35613,,84.6063865300,-6.7992202400,dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/521/1700/,complete,D-probability=,yso_dipper_occurrences
OCC-01548,moulton2023,NGTS clusters survey IV: Search for Dipper stars in the Orion Nebula Cluster,2023,NGTS 18298,,84.6074930200,-5.3697991000,dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/521/1700/,complete,D-probability=,yso_dipper_occurrences
OCC-01549,moulton2023,NGTS clusters survey IV: Search for Dipper stars in the Orion Nebula Cluster,2023,NGTS 34958,,84.8133480900,-6.7343193500,dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/521/1700/,complete,D-probability=5.396000000000004e-01,yso_dipper_occurrences
OCC-01550,moulton2023,NGTS clusters survey IV: Search for Dipper stars in the Orion Nebula Cluster,2023,NGTS 29410 / TIC 332919383,,85.0280072800,-6.2720350800,dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/521/1700/,complete,D-probability=7.810666666666670e-01,yso_dipper_occurrences
OCC-01551,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,Gaia EDR3 124018318839496064,,51.4079630000,31.1391390000,APD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01552,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03255275+3054490,,51.4698180000,30.9136140000,APD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01553,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,Gaia EDR3 124002856957227648,,51.5825320000,31.1103030000,QPD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01554,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,Gaia EDR3 124030138589484672,,51.6175650000,31.2021550000,QPD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01555,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03285217+3045055,,52.2174070000,30.7515390000,QPD,visually_adjusted,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01556,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03292314+3120303,,52.3464580000,31.3417780000,QPD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01557,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03292889+3058418,,52.3703750000,30.9782780000,QPD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01558,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03293286+3127126,,52.3869580000,31.4535280000,QPD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01559,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03311830+3049395,,52.8262860000,30.8276580000,QPD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01560,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03323300+3102216,,53.1375240000,31.0393520000,QPD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01561,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03411921+3202037,,55.3300480000,32.0343700000,APD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01562,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03414251+3118567,,55.4271620000,31.3157690000,QPD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01563,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03422033+3205310,,55.5847320000,32.0919490000,QPD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01564,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03423291+3142205,,55.6371570000,31.7057110000,QPD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01565,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,IC 348 IRS J03441925+3207347,,56.0802080000,32.1263060000,APD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01566,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03442602+3204304,,56.1084580000,32.0751110000,QPD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01567,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03442663+3203583,,56.1109580000,32.0661940000,QPD,visually_adjusted,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01568,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03443330+3209396,,56.1387920000,32.1610000000,APD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01569,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03443537+3207362,,56.1473750000,32.1266940000,QPD,visually_adjusted,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01570,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03443741+3209009,,56.1558750000,32.1502500000,QPD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01571,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03444376+3210304,,56.1824170000,32.1751670000,QPD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01572,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03451634+3206199,,56.3181250000,32.1055280000,APD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01573,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03452046+3206344,,56.3352500000,32.1095560000,QPD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01574,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,Gaia EDR3 216714158448241792,,56.3474170000,32.4102640000,QPD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01575,wang2023,Variability of young stellar objects in the Perseus molecular cloud,2023,2MASS J03480048+3207463,,57.0020220000,32.1295390000,QPD,published,young_star_dipper,yes,,,https://arxiv.org/abs/2305.02514,complete,,yso_dipper_occurrences
OCC-01576,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3018321012096273280,,91.1955000000,-7.0031600000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01577,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3018508758001292544,,91.3447100000,-6.3870100000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01578,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3018397123211643776,,91.4174800000,-7.1447100000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01579,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3020806148892721792,,91.5545700000,-5.6077000000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01580,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3020038178675719680,,91.5581900000,-5.9742300000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01581,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3018451338582410880,,91.5784700000,-6.6393400000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=Longtime,yso_dipper_occurrences
OCC-01582,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3020047657667732480,,91.6074900000,-5.8172100000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=Longtime,yso_dipper_occurrences
OCC-01583,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR3 3018463059549389952,,91.6985600000,-6.4692800000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01584,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR3 3018460409553402240,,91.7304500000,-6.4809400000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01585,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3020042164405361280,,91.7330300000,-5.9376900000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01586,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR3 3018460448209267200,,91.7394200000,-6.4669200000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01587,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3018440412185612288,,91.7483100000,-6.6316300000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01588,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3020825497720555776,,91.7935800000,-5.6058700000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01589,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3020825497721539840,,91.7938100000,-5.6073100000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=Longtime,yso_dipper_occurrences
OCC-01590,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3018465769672647040,,91.8202800000,-6.3682100000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01591,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3018461921381920128,,91.8214600000,-6.4310700000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01592,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR3 3020028862890567040,,91.8232200000,-6.0311400000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01593,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3018462642936444928,,91.8311200000,-6.3890600000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01594,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,2MASS J06072048-0627368,,91.8353400000,-6.4602400000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01595,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3018244256736084608,,91.8365100000,-6.8812200000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01596,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3018460684431302144,,91.8395900000,-6.4935500000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01597,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3018461199827407488,,91.8407500000,-6.4419400000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=Longtime,yso_dipper_occurrences
OCC-01598,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3018460753150960000,,91.8427600000,-6.4834100000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01599,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3020046042760071040,,91.8534900000,-5.7843100000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01600,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3019964197862716288,,91.8741800000,-6.3351100000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01601,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,SPCM J060729.84-062005.0,,91.8743300000,-6.3347500000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01602,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR3 3018448692882601216,,91.8881800000,-6.5179100000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01603,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3020854286886418816,,91.8911100000,-5.1939500000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01604,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3020949016683861120,,91.9011500000,-5.1643200000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01605,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3020069446037602816,,91.9156100000,-5.7521000000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01606,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3019962892193376256,,91.9203600000,-6.4013300000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01607,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR3 3019969523622207488,,91.9214700000,-6.2422900000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01608,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3020840031890909952,,91.9297700000,-5.3703300000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01609,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3019950866284179072,,91.9381100000,-6.4287800000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01610,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3020947779733248384,,91.9384700000,-5.2183100000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01611,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3019964305237634816,,91.9428100000,-6.3408900000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01612,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3019964300943622016,,91.9447500000,-6.3438800000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01613,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3019964472740636928,,91.9487700000,-6.3142400000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01614,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3020071748140069376,,91.9510200000,-5.6908800000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01615,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3019970107737792512,,91.9512900000,-6.2066000000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01616,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3019966190728318080,,91.9528500000,-6.2838000000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=Longtime,yso_dipper_occurrences
OCC-01617,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR3 3019969351824267904,,91.9587100000,-6.2455200000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01618,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3019950797564701184,,91.9619800000,-6.4425300000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01619,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3019966396886752896,,91.9633400000,-6.2660300000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01620,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3019950591406271104,,91.9654500000,-6.4411400000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01621,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3019963480604809472,,91.9675300000,-6.3548600000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01622,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3019963476308195328,,91.9679500000,-6.3550600000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01623,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR3 3020841852956973952,,91.9684600000,-5.2677000000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01624,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3018448349286244224,,91.9699100000,-6.5058300000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01625,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,Gaia DR3 3020840817868915328,,91.9922200000,-5.2928100000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01626,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3019966843563582976,,91.9926600000,-6.2315500000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01627,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3018448486725198848,,91.9942000000,-6.4822100000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01628,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3019963407588680576,,92.0043900000,-6.3442900000,Aperiodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
OCC-01629,jiang2024,The Emerging Stellar Complex in Mon R2: Membership and Optical Variability Classification,2024,GDR1 3019963411884160000,,92.0084600000,-6.3463500000,Quasi-Periodic Dipper,published_candidate,young_star_dipper,yes,,,https://cdsarc.cds.unistra.fr/ftp/J/AJ/167/221/,complete,Secondary=nan,yso_dipper_occurrences
