source,source_key,tde_id,name,aliases,ra_deg,dec_deg,redshift,discovery_mjd,peak_mjd_ref,discovery_survey,class_label,confidence,host_name,log_mbh,notes,mag_value,mag_band,mag_basis,include_flag
otter,6576131,asassn14ae,ASASSN-14ae,ASASSN-14ae;iPTF14aiv,167.16712499999997,34.09788888888889,0.043671,56682.0,56684.91651619998,optical,tde,secure,SDSS J110840.11+340552.2,,source=OTTER; TDE; mag_basis=OTTER optical photometry (2014MNRAS.445.3263H); mag_value=16.928; mag_band=V,16.9275515962,V,OTTER optical photometry (2014MNRAS.445.3263H),True
otter,6575854,asassn14li,ASASSN-14li,ASASSN-14li,192.06343875,17.77402083333333,0.0206,56983.0,56989.462997364964,optical,tde,secure,SDSS J124815.23+174626.4,,source=OTTER; TDE; mag_basis=OTTER optical photometry (2016MNRAS.455.2918H); mag_value=16.668; mag_band=V,16.6680875023,V,OTTER optical photometry (2016MNRAS.455.2918H),True
otter,6576396,iptf15af,iPTF15af,iPTF15af,132.11723694,22.059304506,0.07897,57037.3,57062.27400000003,optical,tde,secure,,,source=OTTER; TDE; mag_basis=OTTER optical photometry (2019ApJ...873...92B); mag_value=19.710; mag_band=g,19.71,g,OTTER optical photometry (2019ApJ...873...92B),False
otter,6575931,asassn15oi,ASASSN-15oi,ASASSN-15oi,309.78720833333324,-30.75627777777778,0.0484,57248.0,57248.158280000025,optical,tde,secure,2MASX J20390918-3045201,,source=OTTER; TDE; mag_basis=OTTER optical photometry (2024arXiv240719019H); mag_value=15.974; mag_band=v,15.974,v,OTTER optical photometry (2024arXiv240719019H),True
otter,6576089,at2019qiz,AT 2019qiz,AT 2019qiz;ATLAS19vfr;Gaia19eks;2013kp;AT2019qiz (= ZTF19abzrhgq);PS19gdd;ZTF19abzrhgq,71.657837,-10.226355,0.0151,58750.41,58763.4168287037,optical,tde,secure,,,source=OTTER; TDE; mag_basis=OTTER optical photometry,,,OTTER optical photometry,False
manyTDE,ASASSN-14ae.json,asassn14ae,ASASSN-14ae,ASASSN-14ae,167.1671635,34.09784698,0.0436029,,56684.91651619998,ASAS-SN,tde,secure,,,source=manyTDE; spectral_type=H; paper_ref=2014MNRAS.445.3263H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,ASASSN-14li.json,asassn14li,ASASSN-14li,ASASSN-14li,192.06347,17.77402,0.0205778,,56989.462997364964,ASAS-SN,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2015Natur.526..542M; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,ASASSN-15lh.json,asassn15lh,ASASSN-15lh,ASASSN-15lh,330.564375,-61.659611,0.2326,,57189.294,ASAS-SN,tde,secure,,,source=manyTDE; spectral_type=Featureless; paper_ref=2016Sci...351..257D; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2017eqx.json,at2017eqx,AT 2017eqx,AT 2017eqx;AT2017eqx,336.701543422,17.1478884031,0.1089,,57912.22750000004,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2019MNRAS.488.1878N; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2018bsi.json,at2018bsi,AT 2018bsi,AT 2018bsi;AT2018bsi;JonSnow,123.860974754,45.592225495,0.051,,58224.958333333365,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2021ApJ...908....4V; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2018cqh.json,at2018cqh,AT 2018cqh,AT 2018cqh;AT2018cqh;Gaia18bod,38.445542,-1.02455,0.048,,58249.958333333336,Gaia,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2024MNRAS.527.1962B; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2018dyb.json,at2018dyb,AT 2018dyb,AT 2018dyb;AT2018dyb,242.745322,-60.923441,0.018,,58346.72350000002,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2019ApJ...887..218L; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2018fyk.json,at2018fyk,AT 2018fyk,AT 2018fyk;AT2018fyk,342.567048071,-44.8648617073,0.059,,58317.53833333329,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2019MNRAS.488.4816W; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2018hco.json,at2018hco,AT 2018hco,AT 2018hco;AT2018hco;SansaStark,16.890125627,23.476176295,0.088,,58404.028499999986,TNS,tde,secure,,,source=manyTDE; spectral_type=H; paper_ref=2021ApJ...908....4V; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2018hyz.json,at2018hyz,AT 2018hyz,AT 2018hyz;AT2018hyz;GendryBaratheon,151.71202,1.692754,0.0457266,,58428.99999999996,TNS,tde,secure,,,"source=manyTDE; spectral_type=H+He; paper_ref=2020MNRAS.498.4119S,2021ApJ...908....4V; mag_basis=manyTDE flux_Jy AB approximation",,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2018iih.json,at2018iih,AT 2018iih,AT 2018iih;AT2018iih;JorahMormont,262.016347739,30.692086894,0.212,,58461.09348350004,TNS,tde,secure,,,source=manyTDE; spectral_type=He; paper_ref=2021ApJ...908....4V; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2018jbv.json,at2018jbv,AT 2018jbv,AT 2018jbv;AT2018jbv;SamwellTarly,197.689794,8.567834,0.34,,58468.34150000003,TNS,tde,secure,,,source=manyTDE; spectral_type=Featureless; paper_ref=2023ApJ...942....9H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2018lna.json,at2018lna,AT 2018lna,AT 2018lna;AT2018lna;CerseiLannister,105.827704,23.029083,0.091,,58508.455,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2021ApJ...908....4V; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2018lni.json,at2018lni,AT 2018lni,AT 2018lni;AT2018lni;AryaStark,62.406884,73.894905,0.138,,58466.917999999976,TNS,tde,secure,,,source=manyTDE; spectral_type=Unknown; paper_ref=2021ApJ...908....4V; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2018zr.json,at2018zr,AT 2018zr,AT 2018zr;AT2018zr;NedStark,119.227287,34.262119,0.071,,58204.95833333332,TNS,tde,secure,,,source=manyTDE; spectral_type=H; paper_ref=2019ApJ...880..120H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2019ahk.json,at2019ahk,AT 2019ahk,AT 2019ahk;AT2019ahk;ASASSN-19bt,105.047461,-66.040214,0.0262,,58544.00599999995,ASAS-SN,tde,secure,,,source=manyTDE; spectral_type=H; paper_ref=2019ApJ...883..111H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2019azh.json,at2019azh,AT 2019azh,AT 2019azh;AT2019azh;JaimeLannister,123.320626546,22.6483015,0.0222,,58566.23109953705,TNS,tde,secure,,,"source=manyTDE; spectral_type=H+He; paper_ref=2021MNRAS.500.1673H,2022ApJ...925...67L,2021ApJ...908....4V; mag_basis=manyTDE flux_Jy AB approximation",,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2019bhf.json,at2019bhf,AT 2019bhf,AT 2019bhf;AT2019bhf;Varys,227.316564,16.23959,0.1206,,58543.39969907406,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2021ApJ...908....4V; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2019cho.json,at2019cho,AT 2019cho,AT 2019cho;AT2019cho;PetyrBalish,193.788374,49.519424,0.193,,58546.267291666656,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2021ApJ...908....4V; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2019cmw.json,at2019cmw,AT 2019cmw,AT 2019cmw;AT2019cmw;DavosSeaworth,282.164495,51.013537,0.5167,,58581.89299999999,TNS,tde,secure,,,source=manyTDE; spectral_type=Featureless; paper_ref=2022ApJ...925...67L; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2019dsg.json,at2019dsg,AT 2019dsg,AT 2019dsg;AT2019dsg;BranStark,314.262416,14.204515,0.0512,,58603.86600000004,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2021ApJ...908....4V; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2019ehz.json,at2019ehz,AT 2019ehz,AT 2019ehz;AT2019ehz;Brienne,212.424617,55.49105,0.074,,58612.36413194444,TNS,tde,secure,,,source=manyTDE; spectral_type=H; paper_ref=2021ApJ...908....4V; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2019eve.json,at2019eve,AT 2019eve,AT 2019eve;AT2019eve;CatelynStark,172.206932,15.672884,0.0813,,58614.52400000003,TNS,tde,secure,,,source=manyTDE; spectral_type=Unknown; paper_ref=2021ApJ...908....4V; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2019lwu.json,at2019lwu,AT 2019lwu,AT 2019lwu;AT2019lwu;RobbStark,347.80127251,-1.003004502,0.117,,58691.35649999999,TNS,tde,secure,,,source=manyTDE; spectral_type=H; paper_ref=2021ApJ...908....4V; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2019meg.json,at2019meg,AT 2019meg,AT 2019meg;AT2019meg;MargaeryTyrell,281.317497,44.438606,0.152,,58696.39349999996,TNS,tde,secure,,,source=manyTDE; spectral_type=H; paper_ref=2021ApJ...908....4V; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2019mha.json,at2019mha,AT 2019mha,AT 2019mha;AT2019mha;Bronn,244.115776678,56.43232034,0.148,,58703.803000000014,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2021ApJ...908....4V; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2019qiz.json,at2019qiz,AT 2019qiz,AT 2019qiz;AT2019qiz;Melisandre,71.657837,-10.226355,0.0151,,58763.4168287037,TNS,tde,secure,,,"source=manyTDE; spectral_type=H+He; paper_ref=2020MNRAS.499..482N,2021ApJ...908....4V; mag_basis=manyTDE flux_Jy AB approximation",,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2019teq.json,at2019teq,AT 2019teq,AT 2019teq;AT2019teq;Missandei,284.772883,47.518226,0.0874,,58794.13209490739,TNS,tde,secure,,,source=manyTDE; spectral_type=Unknown; paper_ref=2023ApJ...942....9H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2019vcb.json,at2019vcb,AT 2019vcb,AT 2019vcb;AT2019vcb;Tormund,189.734925821,33.165893097,0.088,,58828.550995370344,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2023ApJ...942....9H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020abri.json,at2020abri,AT 2020abri,AT 2020abri;AT2020abri;Omera,202.3219798,19.6709745,0.178,,59215.0,TNS,tde,secure,,,source=manyTDE; spectral_type=Unknown; paper_ref=2023ApJ...955L...6Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020acka.json,at2020acka,AT 2020acka,AT 2020acka;AT2020acka;Grogu,238.7581163,16.3045387,0.338,,59215.0,TNS,tde,secure,,,source=manyTDE; spectral_type=Featureless; paper_ref=2023ApJ...955L...6Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020ddv.json,at2020ddv,AT 2020ddv,AT 2020ddv;AT2020ddv;Shae,149.639235374,46.911230491,0.16,,58915.20659722222,TNS,tde,secure,,,source=manyTDE; spectral_type=Unknown; paper_ref=2023ApJ...942....9H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020ksf.json,at2020ksf,AT 2020ksf,AT 2020ksf;AT2020ksf;SRGb,323.863674,-18.27649,0.0942,,58969.54738425926,TNS,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2024ApJ...963...75W; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020mbq.json,at2020mbq,AT 2020mbq,AT 2020mbq;AT2020mbq;Yara,235.063589,25.001341,0.093,,59019.25012731484,TNS,tde,secure,,,source=manyTDE; spectral_type=H; paper_ref=2023ApJ...942....9H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020mot.json,at2020mot,AT 2020mot,AT 2020mot;AT2020mot;Pycelle,7.806617,85.008879,0.07,,59066.337523148126,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2023ApJ...942....9H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020neh.json,at2020neh,AT 2020neh,AT 2020neh;AT2020neh;Tommen,230.333676543,14.069590814,0.062,,59033.95833333332,TNS,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2022NatAs...6.1452A; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020ocn.json,at2020ocn,AT 2020ocn,AT 2020ocn;AT2020ocn;Podrick,208.474171123,53.997147482,0.07,,58986.40042824074,TNS,tde,secure,,,source=manyTDE; spectral_type=Unknown; paper_ref=2023ApJ...942....9H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020pj.json,at2020pj,AT 2020pj,AT 2020pj;AT2020pj;Gilly,232.895698316,33.094911147,0.068,,58861.490000000034,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2023ApJ...942....9H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020qhs.json,at2020qhs,AT 2020qhs,AT 2020qhs;AT2020qhs;Loras,34.474792,-9.614137,0.345,,59055.95833333331,TNS,tde,secure,,,source=manyTDE; spectral_type=Featureless; paper_ref=2023ApJ...942....9H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020riz.json,at2020riz,AT 2020riz,AT 2020riz;AT2020riz;Talisa,32.628146,9.074104,0.434,,59079.95833333336,TNS,tde,secure,,,source=manyTDE; spectral_type=Featureless; paper_ref=2023ApJ...942....9H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020vdq.json,at2020vdq,AT 2020vdq,AT 2020vdq;AT2020vdq;J1008,152.22267081,42.71672845,0.045,,59113.048321759234,TNS,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2023arXiv231003791S; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020vwl.json,at2020vwl,AT 2020vwl,AT 2020vwl;AT2020vwl;Mando,232.6575455,26.9824269,0.0325,,59174.99999999998,TNS,tde,secure,,,"source=manyTDE; spectral_type=H+He; paper_ref=2023MNRAS.522.5084G,2023ApJ...955L...6Y; mag_basis=manyTDE flux_Jy AB approximation",,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020wey.json,at2020wey,AT 2020wey,AT 2020wey;AT2020wey;Roose,136.357958,61.802538,0.02741,,59150.00000000002,TNS,tde,secure,,,source=manyTDE; spectral_type=Unknown; paper_ref=2023ApJ...942....9H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020ysg.json,at2020ysg,AT 2020ysg,AT 2020ysg;AT2020ysg;Osha,171.35844,27.440599,0.277,,59138.95833333332,TNS,tde,secure,,,source=manyTDE; spectral_type=Featureless; paper_ref=2023ApJ...942....9H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020yue.json,at2020yue,AT 2020yue,AT 2020yue;AT2020yue;Wicket,165.0014032,21.1127647,0.2042,,59195.99999999998,TNS,tde,secure,,,source=manyTDE; spectral_type=H?; paper_ref=2023ApJ...955L...6Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2020zso.json,at2020zso,AT 2020zso,AT 2020zso;AT2020zso;Hodor,335.571358,-7.266372,0.0565,,59192.186990740716,TNS,tde,secure,,,"source=manyTDE; spectral_type=H+He; paper_ref=2022A&A...666A...6W,2023ApJ...942....9H; mag_basis=manyTDE flux_Jy AB approximation",,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2021ack.json,at2021ack,AT 2021ack,AT 2021ack;AT2021ack;CaraDune,208.2916185,9.7403742,0.133,,59225.00000000002,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2021TNSCR.732....1H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2021crk.json,at2021crk,AT 2021crk,AT 2021crk;AT2021crk;Kuiil,176.2787808,18.5403678,0.155,,59273.99999999998,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He?; paper_ref=2023ApJ...955L...6Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2021ehb.json,at2021ehb,AT 2021ehb,AT 2021ehb;AT2021ehb;BoKatan,46.9492777,40.3112356,0.017,,59310.95833333334,TNS,tde,secure,,,source=manyTDE; spectral_type=Unknown; paper_ref=2022ApJ...937....8Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2021gje.json,at2021gje,AT 2021gje,AT 2021gje;AT2021gje;IG-11,252.5305188,34.8188083,0.358,,59305.958333333336,TNS,tde,secure,,,source=manyTDE; spectral_type=Unknown; paper_ref=2021TNSCR1723....1H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2021jjm.json,at2021jjm,AT 2021jjm,AT 2021jjm;AT2021jjm;Pershing,219.877775,-27.8585158,0.153,,59321.95833333336,TNS,tde,secure,,,source=manyTDE; spectral_type=H; paper_ref=2023ApJ...955L...6Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2021jsg.json,at2021jsg,AT 2021jsg,AT 2021jsg;AT2021jsg;KReeves,167.1529779,30.7612734,0.126,,59254.000000000015,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2021TNSCR1221....1Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2021lo.json,at2021lo,AT 2021lo,AT 2021lo;AT2021lo;Winta,46.109744,4.7456769,0.152,,59256.99999999996,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2022TNSCR.620....1Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2021mhg.json,at2021mhg,AT 2021mhg,AT 2021mhg;AT2021mhg;Burg,4.9287229,29.3168651,0.073,,59368.958333333336,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2023ApJ...955L...6Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2021nwa.json,at2021nwa,AT 2021nwa,AT 2021nwa;AT2021nwa;CobbVanth,238.463623211,55.5888408,0.047,,59399.9583333333,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2021TNSCR2155....1Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2021sdu.json,at2021sdu,AT 2021sdu,AT 2021sdu;AT2021sdu;ToroCalican,17.849369,50.5749192,0.059,,59413.95833333334,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2023ApJ...955L...6Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2021uqv.json,at2021uqv,AT 2021uqv,AT 2021uqv;AT2021uqv;Q9-0,8.1661537,22.5489318,0.106,,59449.95833333332,TNS,tde,secure,,,source=manyTDE; spectral_type=He; paper_ref=2023ApJ...955L...6Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2021utq.json,at2021utq,AT 2021utq,AT 2021utq;AT2021utq;Teebo,229.621337,73.358726,0.127,,59454.95833333332,TNS,tde,secure,,,source=manyTDE; spectral_type=H; paper_ref=2023ApJ...955L...6Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2021uvz.json,at2021uvz,AT 2021uvz,AT 2021uvz;AT2021uvz;GorKoresh,263.2105074,33.0328295,0.176,,59424.95833333334,TNS,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2022TNSCR.925....1Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2021yte.json,at2021yte,AT 2021yte,AT 2021yte;AT2021yte;Lang,103.7697222,12.6342157,0.053,,59479.9583333333,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2023ApJ...955L...6Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2021yzv.json,at2021yzv,AT 2021yzv,AT 2021yzv;AT2021yzv;AxeWoves,105.2775159,40.8251553,0.286,,59479.9583333333,TNS,tde,secure,,,source=manyTDE; spectral_type=Featureless; paper_ref=2023ApJ...955L...6Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2022bdw.json,at2022bdw,AT 2022bdw,AT 2022bdw;AT2022bdw;Caben,126.2932291,18.5826314,0.0378,,59626.99999999998,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2022TNSCR.511....1A; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2022dbl.json,at2022dbl,AT 2022dbl,AT 2022dbl;AT2022dbl;LukeSkywalker,185.1878251,49.5512224,0.0284,,59637.0,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2022TNSCR.504....1A; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2022dsb.json,at2022dsb,AT 2022dsb,AT 2022dsb;AT2022dsb;ASASSN-22cs,235.5906326,-22.6705799,0.0234,,59640.00000000004,ASAS-SN,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2022TNSCR.584....1F; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2022dyt.json,at2022dyt,AT 2022dyt,AT 2022dyt;AT2022dyt;RiotMar,150.0334731,26.4606773,0.072,,59669.95833333336,TNS,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2022TNSCR1036....1S; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2022exr.json,at2022exr,AT 2022exr,AT 2022exr;AT2022exr;JibDodger,262.4604624,25.8421643,0.0955,,59672.95833333331,TNS,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2022TNSCR1202....1H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2022gri.json,at2022gri,AT 2022gri,AT 2022gri;AT2022gri;TrapperWolf,109.5866428,33.9948531,0.028,,59760.95833333336,TNS,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2022TNSAN..99....1Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2022hvp.json,at2022hvp,AT 2022hvp,AT 2022hvp;AT2022hvp;ValinHess,148.688522,55.440389,0.112,,59694.95833333332,TNS,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2022TNSAN.106....1F; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2022pna.json,at2022pna,AT 2022pna,AT 2022pna;AT2022pna;ObiWan,25.48146,-3.289589,0.095,,59795.95833333334,TNS,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2022TNSCR2892....1Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2022rz.json,at2022rz,AT 2022rz,AT 2022rz;AT2022rz;Stoke,234.4900152,56.2716191,0.107,,59600.000000000044,TNS,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2022TNSCR.891....1H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2022upj.json,at2022upj,AT 2022upj,AT 2022upj;AT2022upj;Chewbacca,5.98700788,-14.423342289,0.052,,59883.29998842594,TNS,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=arXiv:2406.11972; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2022wtn.json,at2022wtn,AT 2022wtn,AT 2022wtn;AT2022wtn;Tarkin,350.849102,10.685503,0.0491,,59881.958333333336,TNS,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2022TNSTR2885....1F; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2023clx.json,at2023clx,AT 2023clx,AT 2023clx;AT2023clx;ASASSN-23bd,175.039179,15.327375,0.01107,,60001.000000000015,ASAS-SN,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2024arXiv240111773C; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2023cvb.json,at2023cvb,AT 2023cvb,AT 2023cvb;AT2023cvb;ATLAS23dht,288.607003,41.669251,0.071,,60016.200000000026,ATLAS,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2023TNSAN.102....1Y; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2023mfm.json,at2023mfm,AT 2023mfm,AT 2023mfm;AT2023mfm;Jabba,324.366491,-4.345282,0.087,,60151.95833333331,TNS,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2023TNSAN.250....1C; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2023mhs.json,at2023mhs,AT 2023mhs,AT 2023mhs;AT2023mhs,205.815338,19.2502509,0.0482,,60133.95833333332,TNS,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2023TNSAN.197....1W; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
