source,source_key,tde_id,name,aliases,ra_deg,dec_deg,redshift,discovery_mjd,peak_mjd_ref,discovery_survey,class_label,confidence,host_name,log_mbh,notes,mag_value,mag_band,mag_basis,include_flag
manyTDE,AT2023qab.json,at2023qab,AT 2023qab,AT 2023qab;AT2023qab;AT2024qab,273.5258,36.2499152,0.1398,,60518.958333333365,TNS,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2024TNSCR2633....1C; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2023rvb.json,at2023rvb,AT 2023rvb,AT 2023rvb;AT2023rvb;ZTF23abaujuy,290.3022882,-22.6443337,0.0815,,60207.15833333332,ZTF,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2023TNSAN.326....1H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,AT2024qab.json,at2024qab,AT 2024qab,AT 2024qab;AT2024qab,273.5258,36.2499152,0.1398,,60518.958333333365,TNS,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2024TNSCR2633....1C; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,DES14C1kia.json,des14c1kia,DES14C1kia,DES14C1kia,53.697875,-26.326388889,0.1618,,56986.50000000004,,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2015ATel.6877....1F; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,GALEX-D3-13.json,galexd313,GALEX-D3-13,GALEX-D3-13;D3-13,214.874116942,52.868436516,0.3698,,53019.639999999985,,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2008ApJ...676..944G; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,OGLE16aaa.json,ogle16aaa,OGLE16aaa,OGLE16aaa,16.836506,-64.272346,0.1655,,57413.039999999964,,tde,secure,,,source=manyTDE; spectral_type=Unknown; paper_ref=2017MNRAS.465L.114W; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,PS1-10jh.json,ps110jh,PS1-10jh,PS1-10jh,242.367817171123,53.6733308805967,0.1696,,55393.18749999996,Pan-STARRS,tde,secure,,,source=manyTDE; spectral_type=He; paper_ref=2012Natur.485..217G; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,PS1-11af.json,ps111af,PS1-11af,PS1-11af,149.36175,3.23359,0.4046,,55581.710000000036,Pan-STARRS,tde,secure,,,source=manyTDE; spectral_type=Featureless; paper_ref=2014ApJ...780...44C; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,PTF-09axc.json,ptf09axc,PTF-09axc,PTF-09axc,223.30448,22.2423,0.1146,,55023.62500000004,PTF,tde,secure,,,source=manyTDE; spectral_type=H; paper_ref=2014ApJ...793...38A; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,PTF-09djl.json,ptf09djl,PTF-09djl,PTF-09djl,248.48322,30.23796,0.184,,55049.17500000001,PTF,tde,secure,,,source=manyTDE; spectral_type=H; paper_ref=2014ApJ...793...38A; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,PTF-09ge.json,ptf09ge,PTF-09ge,PTF-09ge,224.26325,49.61138,0.064,,54992.41749999999,PTF,tde,secure,,,source=manyTDE; spectral_type=He; paper_ref=2014ApJ...793...38A; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,SDSS-TDE1.json,sdsstde1,SDSS-TDE1,SDSS-TDE1;TDE1,355.50586,1.1081316,0.136,,53973.95833333336,,tde,secure,,,source=manyTDE; spectral_type=; paper_ref=2011ApJ...741...73V; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,SDSS-TDE2.json,sdsstde2,SDSS-TDE2,SDSS-TDE2;TDE2,350.95256,-1.13618,0.2515,,54266.95833333332,,tde,secure,,,source=manyTDE; spectral_type=H; paper_ref=2011ApJ...741...73V; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,iPTF-15af.json,iptf15af,iPTF-15af,iPTF-15af,132.11723694,22.059304506,0.07897,,57062.27400000003,PTF,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2019ApJ...873...92B; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,iPTF-16axa.json,iptf16axa,iPTF-16axa,iPTF-16axa,255.89311,30.59352,0.108,,57523.41999999996,PTF,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2017ApJ...842...29H; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
manyTDE,iPTF-16fnl.json,iptf16fnl,iPTF-16fnl,iPTF-16fnl,7.487716456,32.893686987,0.0163,,57629.45019999998,PTF,tde,secure,,,source=manyTDE; spectral_type=H+He; paper_ref=2017ApJ...844...46B; mag_basis=manyTDE flux_Jy AB approximation,,,manyTDE flux_Jy AB approximation,False
asassn_transients,572,at2024aegq,AT 2024aegq,AT 2024aegq;GOTO24jcl,84.19975,-57.35527777777778,0.1,60675.01,,GOTO,tde_candidate,likely,,,"source=input/asassn_transients.csv; known SN candidate, z=0.1, discovered 2024/11/20.462, Type TDE; mag_basis=ASAS-SN v_g_mag; mag_value=17.170; mag_band=ASAS-SN V/g",17.17,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,917,at2024kbl,AT 2024kbl,AT 2024kbl;ASASSN-24dm,202.84754166666667,9.824194444444444,,60462.34,,ASAS-SN,tde_candidate,likely,,,"source=input/asassn_transients.csv; SN candidate, possible TDE, posted to TNS; mag_basis=ASAS-SN v_g_mag; mag_value=16.540; mag_band=ASAS-SN V/g",16.54,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,1006,at2024gfa,AT 2024gfa,AT 2024gfa;ASASSN-24cn,160.69745833333332,27.66197222222222,,60410.33,,ASAS-SN,tde_candidate,likely,,,"source=input/asassn_transients.csv; SN candidate on the rise, possible nuclear source, potential TDE, posted to TNS; mag_basis=ASAS-SN v_g_mag; mag_value=16.890; mag_band=ASAS-SN V/g",16.89,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,1113,at2024as,AT 2024as,AT 2024as;ATLAS24acr;Gaia24acj,151.27583333333334,17.489083333333333,,60347.52,,ATLAS,tde_candidate,likely,,,"source=input/asassn_transients.csv; known SN candidate, z unknown, discovered 2024/01/01.666, Type TDE; mag_basis=ASAS-SN v_g_mag; mag_value=17.910; mag_band=ASAS-SN V/g",17.91,ASAS-SN V/g,ASAS-SN v_g_mag,False
asassn_transients,1122,at2020afhd,AT 2020afhd,AT 2020afhd;ZTF20abwtifz;ATLAS24btc,48.39891666666667,-2.1519999999999997,0.024,60344.22,,ZTF,tde_candidate,likely,,,"source=input/asassn_transients.csv; known TDE candidate, z=0.024, discovered 2020/10/20 9:46:04.800, Type: TDE; mag_basis=ASAS-SN v_g_mag; mag_value=16.620; mag_band=ASAS-SN V/g",16.62,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,1310,at2023uta,AT 2023uta,AT 2023uta;ASASSN-23hb,107.40925,54.95,,60228.38,,ASAS-SN,tde_candidate,likely,,,"source=input/asassn_transients.csv; SN candidate or possible TDE, posted to TNS; mag_basis=ASAS-SN v_g_mag; mag_value=16.560; mag_band=ASAS-SN V/g",16.56,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,1587,at2023fro,AT 2023fro,AT 2023fro;ASASSN-23cs,316.1134583333333,-48.23894444444444,,60048.39,,ASAS-SN,tde,secure,,,"source=input/asassn_transients.csv; Nuclear source, so could be a TDE, posted to TNS; mag_basis=ASAS-SN v_g_mag; mag_value=15.880; mag_band=ASAS-SN V/g",15.88,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,1670,asassn23bd,ASASSN-23bd,ASASSN-23bd;AT 20203clx,175.03824999999998,15.327583333333331,,56781.33,,ASAS-SN,tde,secure,,,"source=input/asassn_transients.csv; Nuclear source, so could be a TDE, posted to TNS; mag_basis=ASAS-SN v_g_mag; mag_value=16.400; mag_band=ASAS-SN V/g",16.4,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,3179,at2021msu,AT 2021msu,AT 2021msu;ATLAS21pis,223.63625,9.227666666666666,0.05,59366.1,,ATLAS,tde_candidate,likely,,,"source=input/asassn_transients.csv; known TDE candidate, z=0.05, discovered 2021/05/19.342; mag_basis=ASAS-SN v_g_mag; mag_value=16.780; mag_band=ASAS-SN V/g",16.78,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,3205,at2021ncq,AT 2021ncq,AT 2021ncq;ASASSN-21iu,16.79629166666667,-41.916694444444445,,59357.15,,ASAS-SN,possible_tde,possible,,,"source=input/asassn_transients.csv; SN candidate, nuclear source, posted to TNS; mag_basis=ASAS-SN v_g_mag; mag_value=16.360; mag_band=ASAS-SN V/g",16.36,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,3396,at2021hfu,AT 2021hfu,AT 2021hfu;ASASSN-21ek,123.32683333333334,34.93244444444444,,59302.16,,ASAS-SN,possible_tde,possible,,,"source=input/asassn_transients.csv; SN candidate, possible nuclear transient, posted to TNS; mag_basis=ASAS-SN v_g_mag; mag_value=15.680; mag_band=ASAS-SN V/g",15.68,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,3820,at2020ybf,AT 2020ybf,AT 2020ybf;ASASSN-20nh,67.44633333333333,-67.05522222222221,,59142.29,,ASAS-SN,possible_tde,possible,,,"source=input/asassn_transients.csv; SN candidate, nuclear source, could be an AGN, posted to TNS; mag_basis=ASAS-SN v_g_mag; mag_value=16.780; mag_band=ASAS-SN V/g",16.78,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,3880,at2020ual,AT 2020ual,AT 2020ual;ASASSN-20mi,318.91795833333333,-49.07666666666667,,59115.01,,ASAS-SN,tde_candidate,likely,,,"source=input/asassn_transients.csv; SN candidate, likely nuclear source, so could also be a TDE, posted to TNS; mag_basis=ASAS-SN v_g_mag; mag_value=16.680; mag_band=ASAS-SN V/g",16.68,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,3924,at2020svp,AT 2020svp,AT 2020svp;ASASSN-20lk,207.63666666666663,-30.04877777777778,,59100.72,,ASAS-SN,tde_candidate,likely,,,"source=input/asassn_transients.csv; SN candidate, possible nuclear source, could be a TDE, posted to TNS; mag_basis=ASAS-SN v_g_mag; mag_value=15.600; mag_band=ASAS-SN V/g",15.6,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,4006,at2020ral,AT 2020ral,AT 2020ral;ASASSN-20jr,229.32366666666667,54.76266666666667,,59071.24,,ASAS-SN,tde_candidate,likely,,,"source=input/asassn_transients.csv; SN candidate, possibly a nuclear event, could be a TDE, posted to TNS; mag_basis=ASAS-SN v_g_mag; mag_value=16.550; mag_band=ASAS-SN V/g",16.55,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,4090,at2020pom,AT 2020pom,AT 2020pom;ASASSN-20il,75.79708333333332,-22.81447222222222,,59038.18,,ASAS-SN,tde_candidate,likely,,,"source=input/asassn_transients.csv; SN candidate, nuclear source, could be a TDE/AGN, posted to TNS; mag_basis=ASAS-SN v_g_mag; mag_value=15.800; mag_band=ASAS-SN V/g",15.8,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,4688,at2019von,AT 2019von,AT 2019von;ASASSN-19abt,32.4485,-11.629944444444446,,58808.27,,ASAS-SN,possible_tde,possible,,,"source=input/asassn_transients.csv; SN candidate, possible nuclear source, posted to TNS; mag_basis=ASAS-SN v_g_mag; mag_value=16.820; mag_band=ASAS-SN V/g",16.82,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,5271,at2019dsg,AT 2019dsg,AT 2019dsg;ZTF19aapreis,314.2617916666667,14.20547222222222,0.0512,58618.43,,ZTF,tde_candidate,likely,,,"source=input/asassn_transients.csv; known TDE candidate, z=0.0512, discovered 2019/04/09.465; mag_basis=ASAS-SN v_g_mag; mag_value=17.060; mag_band=ASAS-SN V/g",17.06,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,8030,asassn15sb,ASASSN-15sb,ASASSN-15sb,90.20058333333334,-15.39997222222222,0.022712,57318.34,,ASAS-SN,rejected_contaminant,reject,,,"source=input/asassn_transients.csv; SN candidate, z=0.022712; Type Ia ""nuclear"" supernova; mag_basis=ASAS-SN v_g_mag; mag_value=16.830; mag_band=ASAS-SN V/g",16.83,ASAS-SN V/g,ASAS-SN v_g_mag,False
asassn_transients,8141,asassn15oi,ASASSN-15oi,ASASSN-15oi,309.7872083333333,-30.75627777777778,0.02,57248.2,,ASAS-SN,tde_candidate,likely,,,"source=input/asassn_transients.csv; upadte: TDE candidate at z=0.02; SN candidate, unknown redshift;; mag_basis=ASAS-SN v_g_mag; mag_value=16.310; mag_band=ASAS-SN V/g",16.31,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,8622,asassn14li,ASASSN-14li,ASASSN-14li,192.06333333333333,17.774055555555556,0.0206,56983.63,,ASAS-SN,tde_candidate,likely,,,"source=input/asassn_transients.csv; TDE candidate, z=0.0206, see ATel 6777 for details; mag_basis=ASAS-SN v_g_mag; mag_value=16.510; mag_band=ASAS-SN V/g",16.51,ASAS-SN V/g,ASAS-SN v_g_mag,True
asassn_transients,9084,asassn14ae,ASASSN-14ae,ASASSN-14ae,167.165625,34.09897222222222,0.043671,56682.51,,ASAS-SN,tde,secure,,,"source=input/asassn_transients.csv; Update (May 2015): this was most likely a tidal disruption event, see Holoien et al. (2014, MNRAS, 445, 3263); original comment: confirmed transient, most likely overluminous Type II SN at z=0.043671; mag_basis=ASAS-SN v_g_mag; mag_value=17.160; mag_band=ASAS-SN V/g",17.16,ASAS-SN V/g,ASAS-SN v_g_mag,True
