mag_bin,asas_sn_id,index_num,index_csv,lc_dir,dat_path,raw_path,g_n_peaks,g_mean_mag,g_peaks_idx,g_peaks_jd,v_n_peaks,v_mean_mag,v_peaks_idx,v_peaks_jd,jd_first,jd_last,n_rows_g,n_rows_v,g_n_dip_runs,g_n_jump_runs,g_n_dip_points,g_n_jump_points,g_most_recent_dip,g_most_recent_jump,g_max_depth,g_max_height,g_max_dip_duration,g_max_jump_duration,g_dip_fraction,g_jump_fraction,g_is_dip_dominated,v_n_dip_runs,v_n_jump_runs,v_n_dip_points,v_n_jump_points,v_most_recent_dip,v_most_recent_jump,v_max_depth,v_max_height,v_max_dip_duration,v_max_jump_duration,v_dip_fraction,v_jump_fraction,v_is_dip_dominated,raw_median_min,raw_median_min_camera,raw_median_max,raw_median_max_camera,raw_median_range,raw_robust_scatter
12.5_13,60130040391,,,calder/data/skypatrol2,calder/data/skypatrol2/60130040391-light-curves.csv,calder/data/skypatrol2/60130040391.raw,1,12.747363549920761,[495],[2460108.0331919],0,12.453490366972478,[],[],2458236.9666597,2460841.854132,631,218,1,0,2,0,2460108.0331919,,1.2309655974908154,,0.0012629996053874493,,0.003169572107765452,0.0,False,0,0,0,0,,,,,,,0.0,0.0,False,,,,,,
12.5_13,317827964025,,,calder/data/skypatrol2,calder/data/skypatrol2/317827964025-light-curves.csv,calder/data/skypatrol2/317827964025.raw,0,12.737669722814498,[],[],0,10.548575308641977,[],[],2458220.9200208,2460608.493962,938,243,0,0,0,0,,,,,,,0.0,0.0,False,0,0,0,0,,,,,,,0.0,0.0,False,,,,,,
