asassn_id,other_ids,atel_tns,ra,dec,discovery_ut,v_g_mag,sdss,dss,vizier,spectroscopic_class,comments,ra_deg,dec_deg
,AT2018hhq (ATLAS18wqz),-,5:55:48.97,-30:30:52.5,2018-10-17.3,16.03,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2018/10/10.549, Type unknown",88.95404166666667,-30.514583333333334
,AT2018hhx (ATLAS18wsl),-,6:4:4.87,-35:41:38.8,2018-10-17.35,16.73,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.032543, discovered 2018/10/10.553, Type unknown",91.02029166666667,-35.694111111111106
,2018-10a,-,0:42:3.09,41:2:32.9,2018-10-17.24,16.48,SDSS,DSS,VIZIER,-,known nova in M31,10.512875,41.04247222222222
ASASSN-18yc,AT 2018hkx,TNS,4:0:53.8,-66:40:30.6,2018-10-16.36,17.15,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",60.22416666666667,-66.67516666666667
ASASSN-18yb,AT 2018hkw,TNS,2:38:22.77,-11:44:20.9,2018-10-16.25,17.01,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",39.594875,-11.739138888888888
ASASSN-18ya,AT 2018hkq,TNS,10:5:47.84,-17:26:3.1,2018-10-15.37,15.53,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",151.44933333333336,-17.434194444444444
,2018hee (ATLAS18wcg),-,3:38:40.34,7:39:49.8,2018-10-15.52,17.34,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.034264, discovered 2018/10/07.603, Type Ia",54.668083333333335,7.663833333333334
,AT2018hib (Gaia18czg),-,2:56:21.29,-32:11:8.1,2018-10-15.11,15.61,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.016291, discovered 2018/10/10.869, Type unknown",44.08870833333334,-32.18558333333333
ASASSN-18xw,AT 2018hhp,TNS,2:42:33.56,-9:28:4.1,2018-10-14.19,16.97,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",40.639833333333335,-9.467805555555556
ASASSN-18xz,,-,20:27:45.98,25:43:26.4,2018-10-13.05,16.57,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=16.5, g>18.9 on 2018-10-07.01, g=18.2 on 2018-10-10.23, g=18.0 on 2018-10-13.05, g=18.1 on 2018-10-15.05.",306.9415833333333,25.723999999999997
ASASSN-18xx,AT 2018hhc,ATEL,0:13:31.12,40:51:37.1,2018-10-12.19,15.14,SDSS,DSS,VIZIER,-,AGN brightening event,3.379666666666667,40.860305555555556
ASASSN-18xv,AT 2018hgp,TNS,22:14:3.62,37:34:54.7,2018-10-11.13,17.56,SDSS,DSS,VIZIER,-,"SN candidate, might be a CV, posted to TNS",333.51508333333334,37.58186111111112
ASASSN-18xy,AT 2018hjw,TNS,7:53:2.17,7:16:31.4,2018-10-11.58,16.96,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",118.25904166666666,7.275388888888889
ASASSN-18xs,AT 2018hgd,TNS,0:22:5.34,7:3:50.3,2018-10-10.99,16.88,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",5.52225,7.063972222222222
ASASSN-18xn,AT 2018hfr,TNS,9:30:55.1,-4:34:16.2,2018-10-10.49,15.57,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",142.72958333333332,-4.571166666666667
,2018gvi (ZTF18abyxwrf),-,2:55:35.99,43:3:27.3,2018-10-10.53,16.59,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.020908, discovered 2018/09/24.413, Type Ia",43.89995833333333,43.05758333333333
,AT2018hcr (ATLAS18vyv),-,22:25:59.33,3:27:29.9,2018-10-10.14,17.04,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2018/10/03.422, Type unknown",336.4972083333334,3.4583055555555555
ASASSN-18xt,,-,2:25:6.39,8:6:38.4,2018-10-10.31,13.79,SDSS,DSS,VIZIER,-,"bright CV candidate, matches to PS1 g=20.3, previous variation in CRTS, g>18.1 on 2018-10-08.02, g=15.9 on 2018-10-09.96, g=14.2 on 2018-10-10.32, g=14.2 on 2018-10-11.27.",36.276624999999996,8.110666666666667
ASASSN-18xu,,-,17:36:27.29,-69:8:14.6,2018-10-10.07,13.49,SDSS,DSS,VIZIER,-,"very bright CV candidate, matches to GAIA DR2 G=20.5, g>18.0 on 2018-10-07.75, g=13.8 on 2018-10-09.78, g=13.9 on 2018-10-09.84, g=13.9 on 2018-10-10.07.",264.11370833333336,-69.13738888888889
ASASSN-18xq,AT 2018hgb,TNS,4:18:56.39,-2:33:23.5,2018-10-10.1,17.78,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",64.73495833333332,-2.5565277777777777
ASASSN-18xr,AT 2018hgc,TNS,0:42:4.56,-2:37:40.8,2018-10-10.04,17.5,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",10.518999999999998,-2.628
,MASTER OT J082017.38+205232.2,-,8:20:17.51,20:52:32.1,2018-10-10.61,16.81,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.016815, discovered 2018/09/14.052, Type unknown",125.07295833333333,20.875583333333335
ASASSN-18xp,AT 2018hfu,TNS,23:54:51.09,5:42:57.6,2018-10-9.9,17.44,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",358.71287499999994,5.716
ASASSN-18xl,AT 2018hfm,TNS,9:36:8.7,6:15:27.7,2018-10-9.63,15.04,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",144.03625,6.257694444444445
ASASSN-18xk,AT 2018hfg,TNS,8:52:56.31,42:24:47,2018-10-9.49,16.58,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",133.23462500000002,42.41305555555555
ASASSN-18xo,,-,1:16:2.51,12:27:42,2018-10-8.95,13.09,SDSS,DSS,VIZIER,-,"large flare, matches to g=17.8 SDSS DR12 source, g>18.3 on 2018-10-07.14, g=13.5 on 2018-10-08.96.",19.010458333333332,12.461666666666666
ASASSN-18xm,AT 2018hfp,TNS,20:59:47.84,-16:38:12.6,2018-10-7.76,16.41,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",314.9493333333333,-16.636833333333332
ASASSN-18xg,AT 2018hdp,TNS,2:13:45.05,4:6:8.3,2018-10-8.02,16.6,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",33.43770833333333,4.102305555555555
ASASSN-18xf,AT 2018hdo,TNS,4:42:37.79,-53:16:2.2,2018-10-8.07,17.13,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",70.65745833333334,-53.26727777777778
ASASSN-18xe,AT 2018hdn,TNS,21:1:34.35,-9:26:7.8,2018-10-7.86,17.19,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",315.393125,-9.435500000000001
ASASSN-18xh,,-,18:37:25.54,-30:26:24.1,2018-10-7.08,16.04,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>17.6 on 2018-09-24.02, g=15.6 on 2018-10-01.11, g=15.7 on 2018-10-02.09, g=16.4 on 2018-10-07.08, g=16.3 on 2018-10-08.08.",279.3564166666667,-30.44002777777778
ASASSN-18xc,C/2017 T2 (PANSTARRS 03 56 45.2 -05 16 13 0.1E 0.0N 13- 4- cmt (r = 6.39 AU),-,3:56:44.89,-5:16:15,2018-10-7.01,16.8,SDSS,DSS,VIZIER,-,known comet,59.18704166666667,-5.270833333333333
ASASSN-18xd,AT 2018hdm,TNS,23:53:40.42,-34:4:26.6,2018-10-7.32,17.64,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",358.41841666666664,-34.07405555555556
ASASSN-18xj,AT 2018hek,TNS,0:1:28.02,-42:25:15.9,2018-10-7.17,17.68,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",0.36675,-42.42108333333333
ASASSN-18xb,AT 2018hqc,TNS,8:20:25.93,-65:20:31.7,2018-10-6.33,16.59,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",125.10804166666668,-65.34213888888888
ASASSN-18xi,,-,19:7:54.41,-11:28:47.1,2018-10-5.13,17,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=21.8, g>18.4 on 2018-10-02.09, g=17.3 on 2018-10-04.17, g=17.5 on 2018-10-05.14, g=17.2 on 2018-10-08.14.",286.9767083333333,-11.47975
,AT2018gui (ZTF18abywcnl),-,19:40:6.74,66:53:5.4,2018-10-5.12,15.91,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2018/09/24.200, Type unknown",295.02808333333337,66.88483333333333
ASASSN-18xa,SN 2018hck,TNS,4:34:46.3,-13:29:0.9,2018-10-5,17.26,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",68.69291666666666,-13.483583333333332
,AT2018gle (Gaia18cqs),-,4:25:3,-14:36:49.1,2018-10-5,17.33,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.017500, discovered 2018/09/15.271, Type unknown",66.2625,-14.613638888888888
,AT2018gls (ATLAS18vil),-,2:52:2.09,-17:3:53.1,2018-10-5.24,17.79,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.063, discovered 2018/09/16.603, Type Ia",43.00870833333333,-17.06475
ASASSN-18wx,AT 2018hch,TNS,20:29:35.73,-54:28:43.5,2018-10-4.86,16.66,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",307.398875,-54.478750000000005
ASASSN-18wv,,-,18:31:47.24,-11:54:17,2018-10-4.14,16.14,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, V>16.8 on 2018-09-24.23, V=15.9 on 2018-09-29.21, g=16.4 on 2018-10-03.14, g=16.4 on 2018-10-04.14.",277.9468333333333,-11.904722222222222
ASASSN-18ww,,-,16:33:18.66,-66:38:38.5,2018-10-3.99,15.12,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR2 G=19.3, g>18.1 on 2018-10-02.01, g=16.7 on 2018-10-03.00, g=15.5 on 2018-10-04.00.",248.32775000000004,-66.64402777777778
,AT2018gxq (ZTF18abzbkby),-,2:11:38.14,14:12:7.6,2018-10-4.42,16.66,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2018/09/24.453, Type unknown",32.90891666666666,14.20211111111111
ASASSN-18ws,,-,16:43:11.23,-70:46:49.3,2018-10-3,17.05,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>17.7 on 2018-09-29.02, g=16.6 on 2018-10-01.81, g=16.9 on 2018-10-02.01, g=17.4 on 2018-10-03.00.",250.79679166666662,-70.7803611111111
ASASSN-18wr,AT 2018hbh,TNS,22:20:35.86,-30:11:54.7,2018-10-3.09,17.54,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",335.14941666666664,-30.198527777777777
ASASSN-18wq,SN 2018hay,TNS,9:23:17.75,42:22:47.4,2018-10-2.62,16.55,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",140.8239583333333,42.37983333333333
ASASSN-18wt,,-,21:59:56.57,82:25:4.8,2018-10-2.25,16.5,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=20.8, g>17.4 on 2018-09-29.31, g=17.0 on 2018-09-30.35, V=16.8 on 2018-10-01.34, g=16.8 on 2018-10-02.26.",329.9857083333334,82.418
ASASSN-18wu,,-,20:4:22.98,-38:1:15.2,2018-10-2.17,17.53,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>16.1 on 2018-09-26.01, g=17.4 on 2018-09-26.73, g=17.4 on 2018-09-28.99, g=17.8 on 2018-10-02.18, g=17.9 on 2018-10-03.18.",301.09574999999995,-38.02088888888889
ASASSN-18wh,,-,0:12:55.79,-52:8:15.1,2018-09-30.85,11.78,SDSS,DSS,VIZIER,-,"large flare, matches to g=13.7 GAIA DR2 source, g>17.7 on 2018-09-30.08, g=12.1 on 2018-09-30.86.",3.2324583333333337,-52.13752777777778
ASASSN-18wi,,-,18:34:36.13,31:32:0.8,2018-10-1.18,16.96,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>17.2 on 2018-09-25.16, g=16.8 on 2018-09-30.18, g=17.2 on 2018-10-01.19.",278.6505416666667,31.53355555555556
ASASSN-18wj,,-,19:51:38.9,18:4:19.5,2018-10-1.24,16.61,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=20.4, g>17.1 on 2018-09-25.23, V=17.0 on 2018-09-29.30, V=16.5 on 2018-09-30.25, V=16.5 on 2018-10-01.25.",297.9120833333334,18.07208333333333
ASASSN-18wk,,-,17:34:58.85,-75:36:48.3,2018-09-30.84,14.29,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, V>18.7 on 2018-09-24.05, g=14.5 on 2018-09-30.77, g=14.6 on 2018-09-30.84.",263.7452083333333,-75.61341666666667
,2018giu (ATLAS18vgb),-,20:27:49.23,9:54:51.2,2018-10-1.34,16.66,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.026, discovered 2018/09/15.369, Type Ic-BL",306.95512499999995,9.914222222222223
ASASSN-18wp,,-,18:8:22.15,-65:11:29.4,2018-09-30.75,15.41,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, V>16.6 on 2018-09-24.06, g=15.8 on 2018-09-30.75, g=15.9 on 2018-10-01.81.",272.09229166666665,-65.1915
ASASSN-18wg,AT 2018gys,TNS,23:17:53.47,-42:12:46.7,2018-09-30.79,17.58,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",349.4727916666667,-42.21297222222223
ASASSN-18wf,AT 2018gyr,TNS,0:49:47.24,-61:39:12.8,2018-09-30.02,16.8,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",12.446833333333334,-61.653555555555556
ASASSN-18wl,,-,20:54:18.38,19:34:44.2,2018-09-30.28,16.12,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, V>17.0 on 2018-09-18.05, V=15.7 on 2018-09-22.40, g=16.1 on 2018-09-27.90, g=16.5 on 2018-09-30.28, V=16.4 on 2018-10-01.37.",313.5765833333333,19.578944444444446
ASASSN-18wy,,-,18:43:21.43,-47:32:1.9,2018-09-28.75,15.66,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, V>16.3 on 2018-09-24.13, g=16.0 on 2018-09-28.76, g=16.7 on 2018-10-03.14, g=16.7 on 2018-10-04.78.",280.83929166666667,-47.53386111111111
ASASSN-18wm,,-,15:57:8.4,27:48:59.7,2018-09-29.08,13.13,SDSS,DSS,VIZIER,-,"large M-dwarf flare, matches to g=15.8 SDSS DR12 source, g>16.8 on 2018-09-28.07, g=13.4 on 2018-09-29.08, g>18.1 on 2018-09-30.08.",239.28499999999997,27.816583333333334
ASASSN-18wn,,-,22:55:51.11,-80:45:17.6,2018-09-28.86,13.56,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR2 G=18.3, V>16.8 on 2018-09-24.12, t=14.0 on 2018-09-28.86.",343.96295833333335,-80.75488888888889
,AT2018fmf (MASTER OT J093829.24+761911.4),-,9:38:28.61,76:19:12.5,2018-09-28.64,16.18,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.008, discovered 2018/08/22.462 Type IIP",144.61920833333332,76.32013888888889
ASASSN-18wz,,-,6:49:7.34,11:24:13.5,2018-09-28.59,15.58,SDSS,DSS,VIZIER,-,"CV candidate, matches to SDSS g=24.3, g>17.0 on 2018-09-25.45, V=15.4 on 2018-09-28.59, g=17.0 on 2018-10-05.48.",102.28058333333333,11.40375
ASASSN-18wd,AT 2018gva,TNS,7:51:9.6,62:5:11.9,2018-09-25.48,15.89,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",117.78999999999999,62.08663888888889
ASASSN-18wo,,-,21:34:36.97,57:2:5.9,2018-09-25.24,15.33,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=21.1, g>18.4 on 2018-09-13.37, V=16.9 on 2018-09-16.36, V=14.9 on 2018-09-22.33, g=15.8 on 2018-09-25.24, g=16.4 on 2018-09-29.12.",323.65404166666667,57.03497222222222
ASASSN-18we,,-,9:0:39.16,-78:10:38.7,2018-09-25.39,13.5,SDSS,DSS,VIZIER,-,"large flare, matches to G=15.5 Gaia DR2 source, g>15.7 on 2018-09-25.14, g=13.9 on 2018-09-25.40, g>16.5 on 2018-09-27.13.",135.16316666666665,-78.17741666666667
ASASSN-18wc,,-,17:7:51.24,-0:22:26,2018-09-24.1,15.51,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>18.4 on 2018-09-14.12, g=16.3 on 2018-09-23.10, g=16.1 on 2018-09-24.10.",256.9635,-0.3738888888888889
,2018giq (ATLAS18vfv),-,2:34:30.26,-35:24:27.7,2018-09-22.34,17.34,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.079, discovered 2018/09/14.501, Type Ia-91T",38.62608333333333,-35.407694444444445
,AT2018gpw (Gaia18crh),-,5:26:38.19,-42:27:34.8,2018-09-21.38,17.6,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2018/09/17.542, Type unknown",81.65912500000002,-42.45966666666667
ASASSN-18wb,,-,22:37:31.99,-50:58:5.2,2018-09-21.17,14.74,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, V>17.4 on 2018-09-19.07, g=15.0 on 2018-09-21.17, g=15.2 on 2018-09-22.23, V=15.4 on 2018-09-24.11.",339.38329166666665,-50.968111111111114
ASASSN-18wa,,-,6:48:45.41,45:13:48.7,2018-09-21.55,12.73,SDSS,DSS,VIZIER,-,"bright CV candidate, matches to SDSS g=20.0; V>18.2 on 2018-09-16.61, V=12.7 on 2018-09-21.55.",102.18920833333333,45.23019444444444
ASASSN-18vx,AT 2018gqc,TNS,0:21:13.51,-57:45:10.7,2018-09-18.06,17.63,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",5.306291666666667,-57.75297222222222
ASASSN-18vy,,-,4:10:32.07,-16:38:2.6,2018-09-17.22,17.14,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=18.1, g>18.5 on 2018-09-14.23, g=17.7 on 2018-09-15.09, g=17.5 on 2018-09-17.22, g=18.4 on 2018-09-18.39.",62.633625,-16.634055555555555
ASASSN-18vq,,-,19:32:7.39,-6:26:24.3,2018-09-17.32,16.32,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=22.2, V>18.0 on 2018-09-11.33, V=16.3 on 2018-09-15.33, g=16.3 on 2018-09-16.01, V=16.4 on 2018-09-17.32.",293.0307916666667,-6.440083333333334
ASASSN-18vz,,-,19:38:59.94,-51:27:38.1,2018-09-16.02,15.41,SDSS,DSS,VIZIER,-,"CV candidate, g>17.8 on 2018-09-14.00, g=15.7 on 2018-09-16.02, g=16.2 on 2018-09-17.19.",294.74974999999995,-51.46058333333334
,AT2018gjt (ATLAS18vhq),-,2:36:15.71,-1:11:57.6,2018-09-16.12,17.27,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2018/09/15.578, Type unknown",39.06545833333333,-1.1993333333333334
,AT2018gjx (PSP18C),-,2:16:15.49,28:35:29.2,2018-09-16.49,16.26,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2018/09/15.820, Type unknown",34.06454166666666,28.591444444444445
ASASSN-18vr,,-,4:55:27.48,-2:47:48.6,2018-09-15.28,17.52,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=20.1, previous outburst in CRTS, g>18.7 on 2018-09-12.09, g=17.0 on 2018-09-14.28, g=17.9 on 2018-09-15.28, g>18.5 on 2018-09-16.30.",73.8645,-2.7968333333333333
ASASSN-18vs,,-,19:22:27.59,-18:5:51.3,2018-09-15.23,16.64,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=22.3, g>18.5 on 2018-09-09.85, V=16.1 on 2018-09-11.26, g=16.6 on 2018-09-12.22, V=16.8 on 2018-09-16.05.",290.61495833333333,-18.097583333333333
,AT2018ggx (ZTF18abuhzfc),-,1:4:38.74,-4:15:28.3,2018-09-15.2,17.45,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.038, discovered 2018/09/09.396, Type Ia",16.161416666666668,-4.2578611111111115
ASASSN-18vu,,-,15:58:18.7,-59:15:5.2,2018-09-15.06,15.59,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR2 G=19.1, V>17.6 on 2018-09-10.05, g=15.9 on 2018-09-11.05, V=16.0 on 2018-09-14.08, V=16.1 on 2018-09-15.99.",239.57791666666668,-59.251444444444445
ASASSN-18vp,AT 2018gio,TNS,4:20:41.26,-14:46:53.8,2018-09-15.25,17.24,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",65.17191666666666,-14.781611111111111
ASASSN-18vn,,-,3:43:29.03,-52:56:7,2018-09-14.24,14.98,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR2 G=19.4, previous variation in CRTS, V>17.0 on 2018-09-12.24, g=16.2 on 2018-09-14.15, V=15.8 on 2018-09-14.21, V=15.0 on 2018-09-14.24.",55.87095833333334,-52.93527777777778
,AT2018fzw (ATLAS18uto),-,5:42:48.17,-24:29:35.1,2018-09-14.12,16.76,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.044401, discovered 2018/09/08.603, Type unknown",85.70070833333334,-24.493083333333335
,AT2018gfx (ZTF18abtswjk),-,2:33:11.4,-1:18:17.8,2018-09-14.09,17.62,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.050325, discovered 2018/09/08.476, Type unknown",38.29749999999999,-1.3049444444444445
,AT2018fsc (ATLAS18uex),-,0:27:50.45,6:18:23,2018-09-13.92,17.82,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2018/08/30.560, Type unknown",6.960208333333333,6.306388888888889
ASASSN-18vo,AT 2018gkj,TNS,22:2:26.82,-64:21:3,2018-09-14.15,17.05,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",330.61175000000003,-64.35083333333333
ASASSN-18vm,AT 2018ghb,TNS,6:58:27.59,-28:45:49.1,2018-09-14.36,15.23,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",104.61495833333333,-28.763638888888888
ASASSN-18vt,,-,14:35:24.08,-84:20:57.8,2018-09-14.05,13.61,SDSS,DSS,VIZIER,-,"bright CV candidate, no Vizier match, V>17.2 on 2018-09-08.08, V=12.9 on 2018-09-09.07, g=13.9 on 2018-09-12.72, g=13.9 on 2018-09-14.05, g=14.6 on 2018-09-17.05.",218.85033333333334,-84.34938888888888
,AT2018gep (ZTF18abukavn),-,16:43:48.11,41:2:43.4,2018-09-13.18,15.67,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.033000, discovered 2018/09/09.163, Type unknown",250.95045833333333,41.04538888888889
,AT2018ego (ATLAS18vca),-,16:18:14.15,39:7:24.9,2018-09-13.15,17.29,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2018/09/11.228, Type unknown",244.55895833333335,39.123583333333336
ASASSN-18vk,,-,17:38:10.15,-52:58:47.8,2018-09-12,16.68,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>18.1 on 2018-09-09.10, g=17.2 on 2018-09-10.07, g=17.3 on 2018-09-11.08, g=17.2 on 2018-09-12.01.",264.54229166666664,-52.97994444444445
ASASSN-18vf,AT 2018gfi,TNS,0:58:53.95,-24:11:47.2,2018-09-12.4,17.01,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",14.724791666666667,-24.196444444444445
,AT2018fsb (ATLAS18uet),-,21:53:33.77,-9:36:46.4,2018-09-11.92,18.02,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2018/09/01.465, Type unknown",328.39070833333335,-9.612888888888888
ASASSN-18vg,,-,1:31:37.19,18:17:38.2,2018-09-11.95,16.13,SDSS,DSS,VIZIER,-,"large flare, matches to g=21.9 SDSS DR12 source, g>18.3 on 2018-09-11.94, g=16.4 on 2018-09-11.96.",22.904958333333333,18.293944444444445
ASASSN-18vv,,-,18:40:25.61,11:46:33.3,2018-09-11.23,14.92,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, V>17.9 on 2018-09-08.23, V=15.1 on 2018-09-10.33, g=16.3 on 2018-09-15.01, V=16.3 on 2018-09-17.30.",280.10670833333336,11.775916666666667
ASASSN-18vl,,-,18:45:29.79,-34:11:57.5,2018-09-10.76,16.07,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>18.4 on 2018-09-07.16, V=16.5 on 2018-09-09.09, V=16.1 on 2018-09-11.08, g=16.5 on 2018-09-12.01.",281.374125,-34.199305555555554
ASASSN-18vh,,-,15:8:35.59,-68:47:47.7,2018-09-11.01,16.58,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR2 G=16.7, V>17.7 on 2018-09-08.03, g=16.9 on 2018-09-09.02, g=16.8 on 2018-09-10.01, g=17.0 on 2018-09-11.01, g=17.7 on 2018-09-12.00.",227.14829166666667,-68.79658333333333
ASASSN-18vi,,-,18:31:13.13,41:40:29.1,2018-09-11.32,17.47,SDSS,DSS,VIZIER,-,"CV candidate, matches to SDSS g=21.4, V>18.2 on 2018-09-06.34, V=16.7 on 2018-09-09.33, V=17.3 on 2018-09-11.32.",277.80470833333334,41.674749999999996
,AT2018fth (ATLAS18uft),-,5:20:58.26,-21:35:24.1,2018-09-11.32,17.66,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.083594, discovered 2018/08/31.605, Type unknown",80.24275,-21.590027777777777
ASASSN-18vj,,-,22:39:17.99,38:3:8.4,2018-09-11.36,15.82,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=20.9, V>17.7 on 2018-09-09.50, g=15.9 on 2018-09-10.39, g=16.1 on 2018-09-11.36.",339.8249583333333,38.05233333333333
,2018fqz (Gaia18clk),-,6:52:21.46,27:28:15,2018-09-11.46,16.53,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.036745, discovered 2018/08/30.252, Type Ia",103.08941666666668,27.47083333333333
ASASSN-18uy,,-,19:36:59.7,0:17:41.7,2018-09-11.35,16.38,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=21.3, V>17.7 on 2018-09-06.37, V=15.9 on 2018-09-09.35, V=16.2 on 2018-09-11.36.",294.24875000000003,0.29491666666666666
ASASSN-18uz,,-,23:55:37.74,-8:49:56.2,2018-09-9.85,15.42,SDSS,DSS,VIZIER,-,"large flare, matches to g=21.0 SDSS DR12 source, previous variation in CRTS, V>18.3 on 2018-09-09.43, g=15.7 on 2018-09-09.85.",358.90725000000003,-8.832277777777778
ASASSN-18vb,,-,0:17:9.53,48:53:50.1,2018-09-10.45,15.15,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=20.6, V>17.9 on 2018-09-06.55, V=15.1 on 2018-09-10.45.",4.2897083333333335,48.89725
ASASSN-18ux,AT 2018gec,TNS,7:9:53.49,54:58:7.4,2018-09-10.46,16.93,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",107.47287500000002,54.968722222222226
,AT2018fvr (ATLAS18ukd),-,15:52:22.37,22:55:56.5,2018-09-10.11,17.37,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2018/09/06.246, Type unknown",238.09320833333334,22.932361111111113
ASASSN-18uw,,-,3:58:22.72,-30:59:8.6,2018-09-10.29,17.44,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR2 G=19.2; V>17.8 on 2018-09-07.26, V=17.4 on 2018-09-08.26, g=17.5 on 2018-09-09.27, g=17.9 on 2018-09-10.29.",59.59466666666667,-30.985722222222222
ASASSN-18ve,AT 2018gex,TNS,21:31:28.28,-50:45:1.6,2018-09-10.1,17.66,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",322.8678333333333,-50.75044444444445
