event,field,star_no,ra_j2000,ra_deg,dec_j2000,dec_deg,tmax_hjd,tmax_ut,tau,umin,amax,dmag,fbl,ibl,i0
2023-BLG-0451,BLG505.23,142660,17:55:51.71,268.96545833,-29:12:30.3,-29.20841667,2460068.086,2023-05-03.59,2.09,0.439,2.441,0.969,1.0,19.741,19.741
2023-BLG-0452,BLG510.24,3023,17:55:27.12,268.863,-35:20:28.7,-35.34130556,2460285.388,2023-12-06.89,140.561,1.043,1.313,0.295,1.0,16.016,16.016
2023-BLG-0453,BLG527.03,14123,18:19:55.68,274.982,-23:33:34.4,-23.55955556,2460076.81,2023-05-12.31,13.233,0.586,1.919,0.708,1.0,17.723,17.723
2023-BLG-0454,BLG534.18,83954,17:54:01.81,268.50754167,-30:51:14.4,-30.854,2460113.566,2023-06-18.07,402.519,0.045,22.194,1.751,0.19,19.573,21.378
2023-BLG-0455,BLG535.06,73832,17:50:11.11,267.54629167,-32:52:49.6,-32.88044444,2460075.249,2023-05-10.75,17.114,0.0,99999,11.135,0.284,16.628,17.994
2023-BLG-0456,BLG599.04,95115,17:51:12.32,267.80133333,-36:24:18.6,-36.40516667,2460085.318,2023-05-20.82,41.216,0.81,1.519,0.454,1.0,18.79,18.79
2023-BLG-0457,BLG654.26,53920,17:37:27.27,264.363625,-29:29:32.6,-29.49238889,2460097.726,2023-06-02.23,135.076,0.069,14.435,2.127,0.453,20.138,20.997
2023-BLG-0458,BLG920.26,11228,17:26:14.46,261.56025,-30:42:48.6,-30.7135,2460080.902,2023-05-16.40,57.26,0.086,11.721,2.583,0.914,20.246,20.344
2023-BLG-0459,BLG509.01,89799,17:59:35.91,269.899625,-34:30:42.6,-34.51183333,2460083.921,2023-05-19.42,65.248,1.245,1.210,0.207,1.0,17.9,17.9
2023-BLG-0460,BLG509.19,144975,17:59:16.26,269.81775,-34:03:18.6,-34.05516667,2460067.346,2023-05-02.85,6.159,0.566,1.973,0.738,1.0,18.428,18.428
2023-BLG-0461,BLG520.16,55827,18:05:53.93,271.47470833,-29:28:06.1,-29.46836111,2460067.928,2023-05-03.43,11.88,0.368,2.855,1.139,1.0,18.914,18.914
2023-BLG-0462,BLG561.05,662,18:29:12.29,277.30120833,-26:01:29.8,-26.02494444,2460111.035,2023-06-15.54,36.797,1.465,1.142,0.144,1.0,14.83,14.83
2023-BLG-0463,BLG583.20,8305,18:35:09.22,278.78841667,-13:47:16.5,-13.78791667,2460127.874,2023-07-02.37,86.152,0.658,1.756,0.611,1.0,18.175,18.175
2023-BLG-0464,BLG604.15,62932,17:43:18.66,265.82775,-35:37:28.9,-35.62469444,2460065.004,2023-04-30.50,35.611,0.099,10.126,1.123,0.199,19.453,21.208
2023-BLG-0465,BLG675.10,65396,17:42:15.42,265.56425,-27:32:06.3,-27.53508333,2460080.653,2023-05-16.15,23.484,0.95,1.380,0.350,1.0,17.636,17.636
2023-BLG-0466,BLG675.24,19612,17:39:06.70,264.77791667,-27:12:12.8,-27.20355556,2460088.285,2023-05-23.79,17.779,1.051,1.307,0.291,1.0,16.597,16.597
2023-BLG-0467,BLG676.19,29128,17:42:09.35,265.53895833,-28:33:54.9,-28.56525,2460074.343,2023-05-09.84,30.82,0.728,1.633,0.532,1.0,18.317,18.317
2023-BLG-0468,BLG676.22,69152,17:40:09.15,265.038125,-28:25:46.4,-28.42955556,2460087.845,2023-05-23.34,64.224,0.132,7.625,2.197,0.991,19.54,19.549
2023-BLG-0469,BLG676.24,32240,17:38:55.61,264.73170833,-28:23:37.0,-28.39361111,2460076.849,2023-05-12.35,36.883,0.755,1.593,0.505,1.0,18.362,18.362
2023-GD-0004,GD1158.06,41145,15:59:50.14,239.95891667,-56:29:40.5,-56.49458333,2460153.32,2023-07-27.82,122.635,0.346,3.016,0.242,0.124,14.612,16.88
2023-BLG-0470,BLG505.30,82929,17:56:58.25,269.24270833,-28:40:38.7,-28.67741667,2460090.172,2023-05-25.67,10.978,0.29,3.558,1.257,0.854,15.834,16.006
2023-BLG-0471,BLG546.16,11234,18:11:50.69,272.96120833,-32:30:47.9,-32.51330556,2460146.96,2023-07-21.46,51.071,0.87,1.453,0.405,1.0,16.959,16.959
2023-BLG-0472,BLG611.28,149324,17:36:00.14,264.00058333,-26:41:12.9,-26.68691667,2460098.504,2023-06-03.00,23.408,0.476,2.275,0.694,0.702,15.921,16.306
2023-BLG-0473,BLG612.03,103250,17:30:28.41,262.618375,-28:25:55.5,-28.43208333,2460085.776,2023-05-21.28,129.664,0.074,13.554,1.006,0.121,18.888,21.176
2023-BLG-0474,BLG624.29,3235,17:40:27.53,265.11470833,-21:13:49.0,-21.23027778,2460087.613,2023-05-23.11,39.546,0.413,2.573,0.769,0.655,18.352,18.811
2023-BLG-0475,BLG673.16,4680,17:29:20.79,262.336625,-38:04:33.6,-38.076,2460083.611,2023-05-19.11,35.257,0.357,2.931,0.717,0.485,17.951,18.737
2023-BLG-0476,BLG680.03,16489,17:40:06.19,265.02579167,-37:41:01.1,-37.68363889,2460153.474,2023-07-27.97,59.652,0.545,2.032,0.770,1.0,16.61,16.61
2023-DG-0019,DG1030.18,38341,18:55:55.17,283.979875,-6:16:38.9,-6.27747222,2460092.442,2023-05-27.94,68.64,0.056,17.726,3.122,1.0,19.936,19.936
2023-BLG-0477,BLG593.28,1532,18:40:28.61,280.11920833,-16:30:47.3,-16.51313889,2460122.939,2023-06-27.44,45.143,1.628,1.108,0.111,1.0,16.905,16.905
2023-DG-0020,DG1030.18,30458,18:55:41.99,283.92495833,-6:18:14.3,-6.30397222,2460073.629,2023-05-09.13,41.78,0.739,1.616,0.521,1.0,18.759,18.759
2023-DG-0021,DG1001.04,22395,18:39:13.46,279.80608333,-5:09:47.4,-5.16316667,2460085.52,2023-05-21.02,57.038,0.256,4.006,1.507,1.0,19.806,19.806
2023-BLG-0478,BLG906.22,73230,17:09:18.72,257.328,-30:08:29.3,-30.14147222,2460073.293,2023-05-08.79,18.65,0.656,1.761,0.614,1.0,18.428,18.428
2023-BLG-0479,BLG500.02,42198,17:53:41.83,268.42429167,-28:59:47.2,-28.99644444,2460093.913,2023-05-29.41,30.009,0.512,2.141,0.280,0.258,17.045,18.517
2023-BLG-0480,BLG500.11,157157,17:52:27.54,268.11475,-28:44:56.8,-28.74911111,2460077.345,2023-05-12.85,2.476,1.647,1.104,0.108,1.0,17.303,17.303
2023-BLG-0481,BLG501.20,236360,17:52:29.59,268.12329167,-29:37:45.9,-29.62941667,2460075.688,2023-05-11.19,5.253,0.182,5.553,1.802,0.935,18.483,18.556
2023-BLG-0482,BLG504.13,218974,17:56:36.29,269.15120833,-28:01:32.4,-28.02566667,2460076.757,2023-05-12.26,0.16,0.143,7.041,2.119,1.0,19.393,19.393
2023-BLG-0483,BLG504.14,21060,17:56:27.00,269.1125,-28:08:42.6,-28.14516667,2460082.706,2023-05-18.21,24.481,0.21,4.835,0.455,0.136,17.598,19.765
2023-BLG-0484,BLG505.18,107964,17:59:50.11,269.95879167,-28:56:46.4,-28.94622222,2460104.23,2023-06-08.73,18.678,0.73,1.630,0.531,1.0,16.766,16.766
2023-BLG-0485,BLG506.01,65305,17:59:49.42,269.95591667,-30:47:24.4,-30.79011111,2460093.326,2023-05-28.83,58.067,0.389,2.715,0.151,0.087,15.45,18.099
2023-BLG-0486,BLG507.07,157726,17:55:05.05,268.77104167,-32:02:50.3,-32.04730556,2460085.756,2023-05-21.26,50.254,0.125,8.041,0.359,0.056,16.913,20.051
2023-BLG-0487,BLG511.18,216403,18:05:11.09,271.29620833,-27:19:11.1,-27.31975,2460076.861,2023-05-12.36,2.87,0.053,18.766,3.183,1.0,19.421,19.421
2023-BLG-0488,BLG512.11,239677,18:04:04.67,271.01945833,-28:43:43.2,-28.72866667,2460081.791,2023-05-17.29,28.9,0.098,10.283,1.849,0.483,20.143,20.932
2023-BLG-0489,BLG512.13,45597,18:02:34.90,270.64541667,-28:39:37.3,-28.66036111,2460082.418,2023-05-17.92,13.103,0.208,4.885,1.179,0.505,19.025,19.768
2023-BLG-0490,BLG518.13,119090,18:07:40.80,271.92,-26:51:15.4,-26.85427778,2460077.137,2023-05-12.64,53.584,0.056,17.858,1.715,0.229,19.038,20.64
2023-BLG-0491,BLG519.12,12325,18:08:42.64,272.17766667,-28:12:36.5,-28.21013889,2460077.349,2023-05-12.85,37.965,0.703,1.674,0.559,1.0,18.785,18.785
2023-BLG-0492,BLG522.16,49003,18:11:06.44,272.77683333,-26:21:17.9,-26.35497222,2460072.506,2023-05-08.01,22.265,0.671,1.731,0.595,1.0,18.554,18.554
2023-BLG-0493,BLG530.27,2393,18:20:47.14,275.19641667,-26:25:04.4,-26.41788889,2460075.373,2023-05-10.87,16.866,0.0,99999,11.770,0.511,17.656,18.386
2023-BLG-0494,BLG530.28,27667,18:20:01.16,275.00483333,-26:20:13.5,-26.33708333,2460069.274,2023-05-04.77,17.186,0.338,3.086,1.223,1.0,18.724,18.724
2023-BLG-0495,BLG545.08,140509,18:16:26.61,274.110875,-25:13:12.8,-25.22022222,2460078.045,2023-05-13.54,30.548,0.171,5.905,1.159,0.389,17.905,18.93
2023-BLG-0496,BLG610.11,2110,17:40:41.53,265.17304167,-36:14:37.1,-36.24363889,2460164.81,2023-08-08.31,56.251,0.38,2.773,0.965,0.808,15.132,15.363
2023-BLG-0497,BLG611.12,127411,17:35:25.19,263.85495833,-27:16:53.0,-27.28138889,2460069.23,2023-05-04.73,18.263,0.599,1.885,0.688,1.0,19.334,19.334
2023-BLG-0498,BLG617.08,35732,17:19:02.09,259.75870833,-29:57:21.5,-29.95597222,2460106.951,2023-06-11.45,89.093,0.455,2.365,0.934,1.0,18.947,18.947
2023-BLG-0499,BLG634.21,32391,17:50:19.53,267.581375,-17:50:39.2,-17.84422222,2460072.571,2023-05-08.07,26.497,0.261,3.931,1.486,1.0,19.944,19.944
2023-BLG-0500,BLG916.12,76982,17:16:03.93,259.016375,-31:01:58.6,-31.03294444,2460091.429,2023-05-26.93,43.786,0.879,1.444,0.399,1.0,17.788,17.788
2023-DG-0022,DG1010.28,1181,18:44:44.65,281.18604167,-4:53:00.9,-4.88358333,2460147.83,2023-07-22.33,55.602,1.35,1.173,0.174,1.0,15.908,15.908
2023-BLG-0501,BLG500.18,115257,17:54:06.93,268.528875,-28:30:02.2,-28.50061111,2460088.063,2023-05-23.56,0.695,0.203,5.001,1.748,1.0,20.152,20.152
2023-BLG-0502,BLG500.21,27332,17:52:16.38,268.06825,-28:21:48.8,-28.36355556,2460082.461,2023-05-17.96,33.191,0.013,74.137,2.591,0.135,19.675,21.849
2023-BLG-0503,BLG501.05,141341,17:50:56.00,267.73333333,-30:25:56.6,-30.43238889,2460081.263,2023-05-16.76,26.495,0.295,3.494,1.358,1.0,20.608,20.608
2023-BLG-0504,BLG501.10,190021,17:53:10.70,268.29458333,-30:04:16.7,-30.07130556,2460088.974,2023-05-24.47,5.149,0.225,4.520,1.045,0.46,18.856,19.699
2023-BLG-0505,BLG501.16,41079,17:48:55.21,267.23004167,-30:03:43.6,-30.06211111,2460161.128,2023-08-04.63,42.569,0.074,13.566,2.626,0.814,17.608,17.831
2023-BLG-0506,BLG501.19,123837,17:53:11.43,268.297625,-29:47:31.0,-29.79194444,2460091.855,2023-05-27.36,14.831,0.926,1.400,0.365,1.0,18.641,18.641
2023-BLG-0507,BLG501.21,126753,17:51:53.77,267.97404167,-29:34:32.3,-29.57563889,2460092.589,2023-05-28.09,1.378,1.005,1.338,0.316,1.0,17.864,17.864
2023-BLG-0508,BLG504.04,19254,17:57:46.11,269.442125,-28:28:54.7,-28.48186111,2460113.998,2023-06-18.50,20.739,0.599,1.887,0.437,0.558,18.039,18.672
2023-BLG-0509,BLG504.07,162071,17:55:10.47,268.793625,-28:30:48.3,-28.51341667,2460102.764,2023-06-07.26,21.466,0.146,6.892,1.689,0.634,18.892,19.386
2023-BLG-0510,BLG504.12,144998,17:57:23.86,269.34941667,-28:08:31.7,-28.14213889,2460097.109,2023-06-01.61,8.054,0.557,1.998,0.751,1.0,19.333,19.333
2023-BLG-0511,BLG504.16,47335,17:54:48.98,268.70408333,-28:13:02.8,-28.21744444,2460083.317,2023-05-18.82,9.424,0.059,16.951,2.629,0.643,19.593,20.072
2023-BLG-0512,BLG504.20,17871,17:58:30.55,269.62729167,-27:52:14.1,-27.87058333,2460090.73,2023-05-26.23,36.445,0.092,10.904,1.758,0.409,19.599,20.57
2023-BLG-0513,BLG504.25,101065,17:54:29.97,268.624875,-27:47:20.0,-27.78888889,2460131.554,2023-07-06.05,79.836,0.659,1.755,0.611,1.0,18.238,18.238
2023-BLG-0514,BLG504.27,511,17:59:15.07,269.81279167,-27:39:15.5,-27.65430556,2460083.036,2023-05-18.54,2.913,1.044,1.312,0.295,1.0,17.74,17.74
2023-BLG-0515,BLG505.07,55667,17:55:35.45,268.89770833,-29:49:34.4,-29.82622222,2460106.742,2023-06-11.24,34.425,0.07,14.392,1.564,0.241,18.585,20.131
2023-BLG-0516,BLG505.08,67407,18:00:29.45,270.12270833,-29:22:46.2,-29.3795,2460098.665,2023-06-03.17,21.694,0.616,1.846,0.666,1.0,20.046,20.046
2023-BLG-0517,BLG505.15,187745,17:55:13.30,268.80541667,-29:22:28.7,-29.37463889,2460105.898,2023-06-10.40,29.287,1.718,1.093,0.097,1.0,16.237,16.237
2023-BLG-0518,BLG505.23,133275,17:55:58.50,268.99375,-28:56:37.8,-28.94383333,2460155.792,2023-07-30.29,32.781,1.374,1.166,0.167,1.0,16.407,16.407
2023-BLG-0519,BLG505.26,1153,18:00:00.89,270.00370833,-28:53:15.6,-28.88766667,2460089.943,2023-05-25.44,8.312,0.024,41.398,1.503,0.074,18.687,21.513
2023-BLG-0520,BLG505.30,98043,17:56:58.33,269.24304167,-28:37:33.8,-28.62605556,2460097.864,2023-06-02.36,23.798,0.072,13.824,1.421,0.211,18.469,20.16
2023-BLG-0521,BLG505.30,197203,17:56:40.57,269.16904167,-28:41:16.5,-28.68791667,2460091.104,2023-05-26.60,5.513,0.166,6.094,1.078,0.333,19.789,20.982
2023-BLG-0522,BLG509.26,37101,17:59:48.80,269.95333333,-33:45:36.6,-33.76016667,2460083.56,2023-05-19.06,22.322,0.194,5.223,1.189,0.471,18.969,19.786
2023-BLG-0523,BLG510.19,38493,17:59:05.73,269.773875,-35:18:24.5,-35.30680556,2460118.026,2023-06-22.53,96.611,0.736,1.621,0.524,1.0,18.873,18.873
2023-BLG-0524,BLG511.01,40953,18:05:14.92,271.31216667,-27:59:14.0,-27.98722222,2460086.694,2023-05-22.19,0.31,0.122,8.257,2.292,1.0,18.888,18.888
2023-BLG-0525,BLG512.02,55269,18:04:33.09,271.137875,-29:10:17.5,-29.17152778,2460088.671,2023-05-24.17,17.545,1.386,1.163,0.164,1.0,18.136,18.136
2023-BLG-0526,BLG512.05,68972,18:02:31.06,270.62941667,-29:08:38.8,-29.14411111,2460095.399,2023-05-30.90,4.747,0.205,4.945,1.735,1.0,19.138,19.138
2023-BLG-0527,BLG512.05,83504,18:02:31.08,270.6295,-29:04:01.4,-29.06705556,2460088.556,2023-05-24.06,14.588,1.011,1.334,0.313,1.0,18.989,18.989
2023-BLG-0528,BLG512.06,13168,18:01:55.35,270.480625,-29:09:10.6,-29.15294444,2460085.192,2023-05-20.69,24.687,1.511,1.131,0.134,1.0,18.083,18.083
2023-BLG-0529,BLG512.06,178444,18:01:19.92,270.333,-29:09:29.1,-29.15808333,2460088.803,2023-05-24.30,2.569,0.402,2.638,1.053,1.0,19.523,19.523
2023-BLG-0530,BLG512.12,128537,18:02:57.58,270.73991667,-28:50:37.2,-28.84366667,2460090.105,2023-05-25.61,24.228,0.878,1.445,0.400,1.0,19.133,19.133
2023-BLG-0531,BLG512.14,71380,18:01:42.02,270.42508333,-28:49:11.4,-28.81983333,2460087.071,2023-05-22.57,1.232,0.0,99999,12.500,1.0,18.427,18.427
2023-BLG-0532,BLG512.16,173496,18:00:00.89,270.00370833,-28:53:15.6,-28.88766667,2460090.037,2023-05-25.54,2.077,0.146,6.918,2.100,1.0,19.279,19.279
2023-BLG-0533,BLG512.16,250532,18:00:00.93,270.003875,-28:53:16.1,-28.88780556,2460090.083,2023-05-25.58,1.401,0.24,4.260,1.574,1.0,18.718,18.718
2023-BLG-0534,BLG512.18,156129,18:05:02.42,271.26008333,-28:20:42.6,-28.34516667,2460085.961,2023-05-21.46,8.262,0.998,1.343,0.320,1.0,18.461,18.461
2023-BLG-0535,BLG512.22,195485,18:02:11.02,270.54591667,-28:28:57.6,-28.48266667,2460080.047,2023-05-15.55,6.287,0.615,1.847,0.666,1.0,19.12,19.12
2023-BLG-0536,BLG512.27,70976,18:04:33.12,271.138,-28:13:46.2,-28.2295,2460079.692,2023-05-15.19,50.768,0.0,99999,9.611,0.07,19.726,22.614
2023-BLG-0537,BLG512.27,185575,18:04:12.17,271.05070833,-28:14:48.6,-28.24683333,2460061.384,2023-04-26.88,32.452,0.339,3.079,1.221,1.0,18.988,18.988
2023-BLG-0538,BLG512.28,231235,18:03:33.08,270.88783333,-28:00:43.6,-28.01211111,2460080.359,2023-05-15.86,11.712,1.069,1.297,0.282,1.0,18.516,18.516
2023-BLG-0539,BLG513.15,139747,18:00:39.65,270.16520833,-29:54:28.4,-29.90788889,2460105.207,2023-06-09.71,19.278,0.14,7.192,2.013,0.87,15.761,15.913
2023-BLG-0540,BLG513.19,103371,18:04:27.70,271.11541667,-29:37:39.8,-29.62772222,2460091.056,2023-05-26.56,7.939,1.519,1.129,0.132,1.0,15.933,15.933
2023-BLG-0541,BLG514.01,15567,18:05:41.52,271.423,-31:31:06.1,-31.51836111,2460125.83,2023-06-30.33,56.036,1.376,1.166,0.166,1.0,16.456,16.456
2023-BLG-0542,BLG514.15,170635,18:01:05.83,270.27429167,-31:08:16.7,-31.13797222,2460085.915,2023-05-21.41,21.541,0.244,4.192,1.048,0.509,18.436,19.168
2023-BLG-0543,BLG518.12,64603,18:08:28.54,272.11891667,-26:54:39.4,-26.91094444,2460072.934,2023-05-08.43,13.038,0.623,1.830,0.656,1.0,18.672,18.672
2023-BLG-0544,BLG522.30,71493,18:12:59.76,273.249,-25:47:39.9,-25.79441667,2460089.13,2023-05-24.63,15.098,1.881,1.072,0.076,1.0,14.338,14.338
2023-BLG-0545,BLG526.24,49031,18:12:23.52,273.098,-30:48:24.7,-30.80686111,2460116.932,2023-06-21.43,30.996,1.16,1.248,0.240,1.0,17.105,17.105
2023-BLG-0546,BLG527.25,13261,18:16:36.29,274.15120833,-22:57:59.4,-22.9665,2460081.667,2023-05-17.17,9.619,1.061,1.301,0.286,1.0,17.956,17.956
2023-BLG-0547,BLG543.03,60172,18:14:23.31,273.597125,-23:05:01.4,-23.08372222,2460068.765,2023-05-04.26,25.853,1.226,1.218,0.214,1.0,16.674,16.674
2023-BLG-0548,BLG546.22,315,18:14:16.14,273.56725,-32:17:11.4,-32.2865,2460084.346,2023-05-19.85,16.993,1.247,1.210,0.207,1.0,16.982,16.982
2023-BLG-0549,BLG546.27,35995,18:16:26.76,274.1115,-31:42:14.1,-31.70391667,2460087.033,2023-05-22.53,22.831,1.204,1.227,0.223,1.0,18.701,18.701
2023-BLG-0550,BLG554.15,68613,18:22:46.66,275.69441667,-27:28:42.9,-27.47858333,2460122.704,2023-06-27.20,44.442,0.381,2.764,0.567,0.389,17.192,18.217
2023-BLG-0551,BLG571.11,45614,18:24:55.62,276.23175,-18:59:12.3,-18.98675,2460110.101,2023-06-14.60,85.764,0.214,4.750,1.692,1.0,19.715,19.715
2023-BLG-0552,BLG589.21,740,18:39:01.98,279.75825,-11:57:04.7,-11.95130556,2460108.224,2023-06-12.72,31.777,1.251,1.208,0.205,1.0,15.895,15.895
2023-BLG-0553,BLG589.25,32014,18:36:42.72,279.178,-11:44:19.0,-11.73861111,2460090.033,2023-05-25.53,9.777,1.813,1.080,0.084,1.0,17.207,17.207
2023-BLG-0554,BLG596.04,11785,18:39:36.30,279.90125,-21:12:18.3,-21.20508333,2460082.967,2023-05-18.47,19.439,0.25,4.098,1.532,1.0,19.355,19.355
2023-BLG-0555,BLG603.11,64567,17:46:36.83,266.65345833,-34:17:08.8,-34.28577778,2460088.817,2023-05-24.32,24.039,0.518,2.119,0.815,1.0,19.583,19.583
2023-BLG-0556,BLG604.03,4374,17:46:38.29,266.65954167,-35:56:16.5,-35.93791667,2460077.925,2023-05-13.43,14.406,0.826,1.501,0.441,1.0,18.496,18.496
2023-BLG-0557,BLG604.22,47574,17:44:56.15,266.23395833,-35:16:29.2,-35.27477778,2460092.712,2023-05-28.21,19.493,0.37,2.842,1.134,1.0,20.297,20.297
2023-BLG-0558,BLG604.29,108050,17:45:37.81,266.40754167,-34:46:56.3,-34.78230556,2460082.605,2023-05-18.11,8.458,0.609,1.862,0.675,1.0,18.449,18.449
2023-BLG-0559,BLG610.23,43231,17:38:13.31,264.55545833,-35:49:19.0,-35.82194444,2460098.276,2023-06-02.78,36.534,0.166,6.103,1.964,1.0,18.944,18.944
2023-BLG-0560,BLG610.28,120091,17:40:04.35,265.018125,-35:30:46.7,-35.51297222,2460105.003,2023-06-09.50,15.632,1.226,1.218,0.214,1.0,16.841,16.841
2023-BLG-0561,BLG611.09,63515,17:37:43.31,264.43045833,-27:12:38.4,-27.21066667,2460087.083,2023-05-22.58,17.112,0.464,2.324,0.411,0.347,16.628,17.776
2023-BLG-0562,BLG612.25,57312,17:27:11.53,261.79804167,-27:46:34.0,-27.77611111,2460083.237,2023-05-18.74,27.9,0.4,2.647,1.057,1.0,20.109,20.109
2023-BLG-0563,BLG614.03,63093,17:25:21.32,261.33883333,-28:56:57.4,-28.94927778,2460094.381,2023-05-29.88,58.484,0.189,5.362,1.641,0.81,20.043,20.272
2023-BLG-0564,BLG614.12,49004,17:24:35.67,261.148625,-28:38:36.2,-28.64338889,2460112.507,2023-06-17.01,46.062,0.46,2.341,0.924,1.0,19.25,19.25
2023-BLG-0565,BLG614.23,91253,17:22:55.48,260.73116667,-28:26:08.1,-28.43558333,2460075.524,2023-05-11.02,26.484,0.565,1.974,0.738,1.0,20.061,20.061
2023-BLG-0566,BLG615.18,49214,17:26:33.97,261.64154167,-29:40:18.3,-29.67175,2460122.724,2023-06-27.22,33.326,0.264,3.880,1.370,0.879,17.728,17.869
2023-BLG-0567,BLG615.20,41231,17:25:07.50,261.28125,-29:45:35.7,-29.75991667,2460093.134,2023-05-28.63,28.159,0.592,1.903,0.698,1.0,19.878,19.878
2023-BLG-0568,BLG615.30,8824,17:23:58.65,260.994375,-29:25:11.8,-29.41994444,2460075.148,2023-05-10.65,33.592,1.18,1.238,0.232,1.0,18.58,18.58
2023-BLG-0569,BLG616.06,75389,17:14:25.52,258.60633333,-29:00:40.7,-29.01130556,2460115.296,2023-06-19.80,17.698,0.388,2.722,1.087,1.0,17.671,17.671
2023-BLG-0570,BLG617.12,49847,17:16:09.89,259.04120833,-29:48:22.3,-29.80619444,2460093.749,2023-05-29.25,23.952,0.327,3.183,1.257,1.0,19.335,19.335
2023-BLG-0571,BLG618.04,23791,17:10:38.08,257.65866667,-29:41:00.0,-29.68333333,2460098.527,2023-06-03.03,56.758,0.018,54.790,4.171,0.848,19.722,19.901
2023-BLG-0572,BLG626.28,3376,17:41:12.83,265.30345833,-23:41:30.2,-23.69172222,2460135.476,2023-07-09.98,39.611,0.39,2.706,0.862,0.711,16.041,16.412
2023-BLG-0573,BLG631.16,98716,17:42:40.07,265.66695833,-22:15:33.8,-22.25938889,2460087.989,2023-05-23.49,24.481,0.167,6.043,1.953,1.0,18.881,18.881
2023-BLG-0574,BLG637.14,35726,17:49:24.09,267.350375,-21:44:52.8,-21.748,2460096.432,2023-05-31.93,29.892,0.644,1.784,0.629,1.0,19.28,19.28
2023-BLG-0575,BLG641.07,67027,17:53:46.86,268.44525,-21:29:00.7,-21.48352778,2460092.57,2023-05-28.07,16.471,0.406,2.615,1.044,1.0,19.232,19.232
2023-BLG-0576,BLG641.18,31756,17:57:52.21,269.46754167,-20:48:13.0,-20.80361111,2460086.505,2023-05-22.00,29.096,0.819,1.509,0.447,1.0,18.861,18.861
2023-BLG-0577,BLG641.27,7380,17:57:12.00,269.3,-20:39:35.7,-20.65991667,2460096.471,2023-05-31.97,48.649,0.263,3.900,1.478,1.0,20.103,20.103
2023-BLG-0578,BLG646.21,34283,18:02:51.77,270.71570833,-26:06:24.3,-26.10675,2460082.802,2023-05-18.30,7.85,1.317,1.184,0.183,1.0,16.2,16.2
2023-BLG-0579,BLG653.08,24947,17:38:26.44,264.61016667,-28:52:24.3,-28.87341667,2460083.004,2023-05-18.50,5.475,0.265,3.874,1.470,1.0,18.407,18.407
2023-BLG-0580,BLG653.12,76033,17:35:30.53,263.87720833,-28:41:41.8,-28.69494444,2460080.804,2023-05-16.30,34.533,0.364,2.883,1.150,1.0,20.181,20.181
2023-BLG-0581,BLG653.32,20347,17:33:40.67,263.41945833,-28:05:29.4,-28.0915,2460093.489,2023-05-28.99,30.732,0.053,19.000,1.560,0.178,19.558,21.431
2023-BLG-0582,BLG654.14,4202,17:34:23.22,263.59675,-30:04:04.4,-30.06788889,2460109.049,2023-06-13.55,20.562,0.426,2.503,0.996,1.0,17.861,17.861
2023-BLG-0583,BLG654.20,46716,17:36:10.38,264.04325,-29:43:29.5,-29.72486111,2460087.003,2023-05-22.50,19.329,0.839,1.485,0.430,1.0,18.877,18.877
2023-BLG-0584,BLG654.25,17376,17:32:56.60,263.23583333,-29:38:44.6,-29.64572222,2460128.227,2023-07-02.73,35.428,0.379,2.779,1.013,0.868,18.064,18.218
2023-BLG-0585,BLG656.20,36122,18:19:56.80,274.98666667,-21:47:42.9,-21.79525,2460086.72,2023-05-22.22,42.731,0.107,9.389,2.432,1.0,19.73,19.73
2023-BLG-0586,BLG675.12,74786,17:40:53.68,265.22366667,-27:32:41.6,-27.54488889,2460092.975,2023-05-28.48,20.351,0.448,2.396,0.949,1.0,19.737,19.737
2023-BLG-0587,BLG714.04,62315,17:40:13.38,265.05575,-25:50:49.0,-25.84694444,2460091.325,2023-05-26.82,3.623,1.062,1.301,0.286,1.0,18.033,18.033
2023-BLG-0588,BLG782.08,33670,18:21:36.95,275.40395833,-18:15:00.8,-18.25022222,2460107.211,2023-06-11.71,52.203,0.392,2.693,0.259,0.159,16.381,18.378
2023-BLG-0589,BLG967.19,53384,17:30:52.40,262.71833333,-23:53:47.0,-23.89638889,2460099.56,2023-06-04.06,25.89,1.383,1.163,0.164,1.0,14.382,14.382
2023-DG-0023,DG1010.04,19235,18:44:16.65,281.069375,-5:48:02.2,-5.80061111,2460089.164,2023-05-24.66,24.62,0.119,8.417,1.737,0.533,18.77,19.454
2023-GD-0005,GD1120.19,41567,16:28:43.76,247.18233333,-44:45:56.2,-44.76561111,2460107.271,2023-06-11.77,107.642,0.234,4.366,1.195,0.596,19.217,19.778
2023-BLG-0590,BLG498.04,110358,17:20:23.28,260.097,-29:29:13.6,-29.48711111,2460094.354,2023-05-29.85,35.006,0.115,8.707,2.350,1.0,19.544,19.544
2023-BLG-0591,BLG499.31,13668,17:19:02.09,259.75870833,-29:57:21.5,-29.95597222,2460115.242,2023-06-19.74,102.627,0.465,2.322,0.915,1.0,18.885,18.885
2023-BLG-0592,BLG505.19,183845,17:58:43.19,269.67995833,-29:11:34.8,-29.193,2460096.152,2023-05-31.65,4.413,1.184,1.236,0.230,1.0,17.896,17.896
2023-BLG-0593,BLG512.27,119103,18:04:24.46,271.10191667,-28:15:37.0,-28.26027778,2460097.425,2023-06-01.93,16.886,0.041,24.706,1.578,0.138,18.972,21.121
